

Trajectories
100
,,LeftHand:Index1,,,LeftHand:Index2,,,LeftHand:Index3,,,LeftHand:Thumb1,,,LeftHand:Thumb2,,,LeftHand:Thumb3,,,LeftHand:Wrist1,,,LeftHand:Wrist2,,,LeftHand:Wrist3,,,LeftHand:Wrist4,,,Realsense:Camera1,,,Realsense:Camera2,,,Realsense:Camera3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3387,0,700.975769,796.806763,743.390503,725.891479,785.226501,742.758850,746.041077,775.029419,745.404541,621.022949,788.961548,739.577271,642.153809,766.866516,740.350891,665.432983,745.128418,742.762573,659.976929,827.707336,740.298340,658.379089,856.829407,741.374390,611.808350,844.628174,741.088013,542.862793,844.406372,739.498047,1524.880737,832.533569,1709.876099,1507.044800,781.414062,1724.249268,1521.349121,727.535645,1710.624268
3388,0,700.978333,796.808716,743.385681,725.882812,785.211853,742.736816,746.041565,775.031128,745.411743,621.024475,788.960999,739.573181,642.157654,766.862610,740.355408,665.432373,745.129639,742.778320,660.055725,827.670044,740.244690,658.377563,856.827515,741.364868,611.814941,844.621399,741.085693,542.866211,844.395447,739.492676,1524.884521,832.523682,1709.871704,1507.044678,781.404480,1724.241943,1521.361206,727.534790,1710.611694
3389,0,700.974731,796.806274,743.393738,725.881287,785.218628,742.758423,746.041626,775.016418,745.414795,621.018127,788.959778,739.582947,642.149597,766.864624,740.362183,665.429321,745.121277,742.781250,660.049988,827.665955,740.243896,658.366577,856.826416,741.379089,611.809692,844.615723,741.094421,542.861938,844.386902,739.498657,1524.873291,832.529724,1709.866821,1507.043823,781.409241,1724.245483,1521.360229,727.532959,1710.634033
3390,0,700.967224,796.816956,743.409668,725.878418,785.222290,742.762939,746.038635,775.019958,745.420288,621.016418,788.978210,739.594177,642.149536,766.860596,740.359619,665.426697,745.122925,742.774963,660.050903,827.660278,740.247925,658.372986,856.834900,741.373901,611.807739,844.630310,741.099365,542.862915,844.395203,739.498291,1524.879272,832.523621,1709.866943,1507.047485,781.407227,1724.242188,1521.349609,727.557495,1710.637939
3391,0,700.981628,796.794189,743.384460,725.877563,785.225952,742.756042,746.042725,775.026245,745.420288,621.028564,788.964905,739.571045,642.143982,766.862488,740.360291,665.432861,745.121826,742.761963,660.051392,827.666504,740.235718,658.368774,856.828674,741.374023,611.808777,844.646484,741.099121,542.864075,844.407776,739.503296,1524.874023,832.527649,1709.869995,1507.044556,781.408081,1724.245728,1521.354614,727.546936,1710.642090
3392,0,700.984375,796.794617,743.386047,725.882019,785.216003,742.750122,746.039062,775.023132,745.406006,621.024902,788.953796,739.569458,642.153931,766.856323,740.357605,665.434570,745.111633,742.768921,660.053162,827.658997,740.243225,658.375183,856.829712,741.379700,611.814575,844.616150,741.091370,542.860474,844.392578,739.496216,1524.876343,832.537354,1709.873047,1507.045654,781.410278,1724.252075,1521.363892,727.537109,1710.627197
3393,0,700.973816,796.802490,743.402222,725.876526,785.215759,742.748718,746.032227,775.019592,745.416565,621.016052,788.953552,739.586548,642.145630,766.862000,740.364319,665.425110,745.118958,742.773682,659.970764,827.691467,740.287842,658.367371,856.818237,741.371704,611.806580,844.614380,741.087158,542.859192,844.390564,739.488403,1524.876099,832.529907,1709.877808,1507.037109,781.407349,1724.253906,1521.363159,727.539185,1710.619141
3394,0,700.976990,796.806335,743.392639,725.873596,785.227844,742.757263,746.025208,775.026917,745.408936,621.017700,788.967163,739.582764,642.139893,766.873901,740.360596,665.420837,745.124878,742.779907,660.038696,827.669678,740.240295,658.368835,856.830933,741.371887,611.812256,844.627808,741.095215,542.858704,844.405273,739.502808,1524.881958,832.539673,1709.867310,1507.039185,781.406433,1724.245361,1521.362305,727.532532,1710.631836
3395,0,700.976624,796.796570,743.377747,725.882935,785.237061,742.768799,746.031189,775.027100,745.408936,621.022522,788.953003,739.572327,642.142273,766.855713,740.352844,665.422913,745.135071,742.782349,660.048218,827.662476,740.235657,658.366089,856.837524,741.380005,611.811279,844.617554,741.081848,542.863831,844.397705,739.492004,1524.879150,832.520569,1709.869263,1507.047363,781.396423,1724.239868,1521.348022,727.555908,1710.632935
3396,0,700.982483,796.796265,743.389893,725.874207,785.211731,742.752747,746.033813,775.006470,745.408569,621.018311,788.943604,739.570190,642.145447,766.859924,740.360718,665.429443,745.111389,742.765381,659.974060,827.695068,740.298096,658.363953,856.830566,741.392212,611.812622,844.614624,741.087769,542.856628,844.393738,739.494751,1524.875000,832.520020,1709.874878,1507.038208,781.407288,1724.242798,1521.347900,727.527893,1710.615845
3397,0,700.969482,796.780457,743.390381,725.875977,785.221069,742.756042,746.022949,775.023376,745.431274,621.017090,788.957214,739.587158,642.141235,766.851318,740.363342,665.417542,745.125061,742.792053,660.039001,827.659729,740.240845,658.372498,856.827393,741.381165,611.807434,844.629944,741.104187,542.855042,844.388916,739.493652,1524.873169,832.515564,1709.871338,1507.037231,781.404053,1724.256348,1521.362061,727.551880,1710.628540
3398,0,700.974060,796.801086,743.384827,725.866699,785.221069,742.750977,746.027100,775.028503,745.408508,621.016174,788.966614,739.586548,642.139099,766.879089,740.367676,665.415894,745.130127,742.783203,659.956543,827.703064,740.295105,658.360901,856.820923,741.367615,611.804016,844.624512,741.094116,542.854004,844.399048,739.501587,1524.873413,832.519653,1709.874390,1507.038208,781.402161,1724.236450,1521.353394,727.532410,1710.643066
3399,0,700.979858,796.788757,743.372131,725.875854,785.221741,742.750977,746.027100,775.025452,745.415283,621.014893,788.962219,739.571655,642.141968,766.861389,740.350098,665.414978,745.119446,742.771423,660.051697,827.658203,740.239014,658.360596,856.839233,741.380432,611.804443,844.625488,741.086853,542.859436,844.396301,739.495850,1524.869995,832.526733,1709.872803,1507.040894,781.400269,1724.240845,1521.369507,727.535095,1710.626099
3400,0,700.975464,796.795166,743.385010,725.879395,785.217407,742.750793,746.027771,775.016907,745.410645,621.018005,788.955872,739.574829,642.145142,766.853821,740.356079,665.421326,745.113525,742.775696,660.044556,827.656921,740.243530,658.369202,856.820190,741.386475,611.813599,844.615906,741.087402,542.860474,844.387451,739.500732,1524.875732,832.530884,1709.879639,1507.041870,781.399719,1724.248901,1521.364868,727.530457,1710.610352
3401,0,700.976257,796.795898,743.390686,725.867737,785.219727,742.760864,746.030823,775.019165,745.418945,621.017334,788.959290,739.587097,642.139832,766.855591,740.366638,665.426147,745.122437,742.784363,660.042175,827.657898,740.244690,658.364990,856.817688,741.374390,611.806702,844.617676,741.089722,542.855225,844.390198,739.502869,1524.871704,832.517029,1709.872925,1507.040894,781.414246,1724.255493,1521.349609,727.534851,1710.631592
3402,0,700.974731,796.801697,743.388611,725.873230,785.225220,742.765381,746.027893,775.028198,745.417236,621.018311,788.971741,739.595154,642.148865,766.846863,740.353149,665.421509,745.132080,742.784668,660.043945,827.666443,740.239990,658.366150,856.832947,741.373291,611.807495,844.626099,741.097961,542.857300,844.396545,739.496887,1524.874390,832.522095,1709.869385,1507.042114,781.407837,1724.250244,1521.360840,727.540344,1710.640869
3403,0,700.982849,796.806458,743.395691,725.880676,785.230591,742.759766,746.035950,775.025085,745.413025,621.019470,788.964722,739.569275,642.155151,766.862305,740.347168,665.429565,745.135864,742.777222,660.047668,827.666809,740.234253,658.374573,856.829163,741.359497,611.814453,844.611755,741.076965,542.864441,844.406799,739.501099,1524.882324,832.522400,1709.867798,1507.048950,781.408264,1724.245117,1521.359009,727.535217,1710.627930
3404,0,700.979370,796.797668,743.381592,725.885742,785.222290,742.754883,746.044312,775.016113,745.416687,621.025574,788.951721,739.579529,642.142273,766.860413,740.345215,665.430481,745.126709,742.764038,660.060913,827.666199,740.235596,658.372375,856.825806,741.377075,611.817322,844.624512,741.099548,542.870117,844.404236,739.492188,1524.886475,832.531433,1709.874756,1507.045898,781.414062,1724.255859,1521.368408,727.535950,1710.619995
3405,0,700.975708,796.800903,743.387756,725.883972,785.218750,742.757874,746.024109,775.011902,745.421326,621.024353,788.957581,739.585022,642.154480,766.861389,740.368408,665.429016,745.120972,742.781311,660.046692,827.658630,740.241699,658.378723,856.814697,741.375854,611.815735,844.625244,741.099731,542.865234,844.395691,739.492310,1524.881714,832.530762,1709.868408,1507.052856,781.401001,1724.243774,1521.360107,727.539795,1710.620239
3406,0,700.979858,796.802734,743.393921,725.876404,785.231323,742.765198,746.035278,775.018677,745.413208,621.024841,788.964355,739.584778,642.138611,766.872803,740.371338,665.421692,745.125916,742.775330,660.047485,827.676208,740.245056,658.366699,856.825378,741.377136,611.815918,844.623169,741.087952,542.858459,844.408386,739.507568,1524.878662,832.527832,1709.866211,1507.048462,781.403748,1724.245972,1521.360474,727.543396,1710.636353
3407,0,700.975586,796.813232,743.390991,725.879578,785.225830,742.752014,746.040649,775.019470,745.403687,621.023376,788.959595,739.571045,642.149597,766.871826,740.360107,665.431519,745.130432,742.766235,660.057800,827.672424,740.243286,658.370422,856.829468,741.366882,611.815674,844.630798,741.094177,542.865662,844.401062,739.492188,1524.878906,832.537781,1709.870850,1507.048340,781.403931,1724.235596,1521.364014,727.523499,1710.630005
3408,0,700.983643,796.797852,743.380859,725.880981,785.221497,742.754089,746.041382,775.023987,745.417480,621.023438,788.959045,739.575256,642.152649,766.865356,740.361389,665.437988,745.131226,742.780823,660.055298,827.661438,740.243286,658.385254,856.828796,741.375732,611.819397,844.627014,741.091553,542.874939,844.388794,739.493469,1524.873657,832.537048,1709.879150,1507.050293,781.408936,1724.242432,1521.364502,727.572510,1710.624878
3409,0,700.975769,796.800598,743.409790,725.887024,785.224854,742.758118,746.036682,775.026611,745.415161,621.026428,788.973145,739.593689,642.153564,766.873169,740.371155,665.434509,745.137085,742.781311,659.968140,827.695984,740.294922,658.372070,856.827148,741.377747,611.813843,844.613403,741.090271,542.858459,844.396790,739.491089,1524.879883,832.522217,1709.874878,1507.040771,781.414978,1724.257690,1521.370605,727.523682,1710.635864
3410,0,700.969360,796.814026,743.388977,725.871643,785.233276,742.765564,746.034729,775.035156,745.426453,621.017395,788.962036,739.580872,642.146179,766.870239,740.358032,665.419739,745.134094,742.780823,660.049255,827.660645,740.230774,658.368469,856.831604,741.375977,611.810913,844.629211,741.095215,542.855713,844.407166,739.494873,1524.882202,832.514954,1709.862305,1507.044556,781.411682,1724.239136,1521.354736,727.543274,1710.625000
3411,0,700.978149,796.805603,743.387146,725.874573,785.224182,742.752625,746.034180,775.042236,745.428589,621.029907,788.958435,739.576965,642.144653,766.871277,740.367859,665.428528,745.122925,742.771973,660.065552,827.664124,740.241394,658.374390,856.830200,741.372681,611.822327,844.625061,741.092224,542.855530,844.404053,739.497437,1524.879395,832.530518,1709.874023,1507.043579,781.403870,1724.242432,1521.371582,727.532959,1710.622559
3412,0,700.968811,796.799194,743.394287,725.883545,785.223022,742.758972,746.029602,775.019226,745.416138,621.018799,788.955688,739.577454,642.145569,766.864746,740.362732,665.430603,745.115295,742.776489,660.041992,827.675049,740.253052,658.383423,856.821716,741.382019,611.815552,844.624756,741.094543,542.863159,844.392151,739.495605,1524.876099,832.531433,1709.876221,1507.045166,781.402649,1724.242798,1521.371460,727.531006,1710.626831
3413,0,700.967957,796.812683,743.403931,725.879089,785.214661,742.751526,746.036194,775.026306,745.417114,621.017761,788.967468,739.591248,642.143372,766.869507,740.371460,665.429565,745.125366,742.776794,660.057068,827.654114,740.237915,658.372314,856.828308,741.379700,611.807678,844.617859,741.100342,542.861389,844.393188,739.498169,1524.884888,832.530090,1709.873291,1507.039185,781.404297,1724.244019,1521.362793,727.539673,1710.629761
3414,0,700.967773,796.793823,743.388977,725.872498,785.230286,742.760986,746.029114,775.027832,745.416138,621.015991,788.969604,739.586853,642.139221,766.857544,740.356628,665.418579,745.127441,742.777832,660.048157,827.665771,740.238098,658.360840,856.833130,741.367737,611.807007,844.626221,741.101990,542.856445,844.395508,739.498779,1524.880981,832.522827,1709.863647,1507.035034,781.411743,1724.243286,1521.367920,727.544922,1710.627930
3415,0,700.971375,796.802979,743.397766,725.876526,785.231689,742.764954,746.027710,775.029968,745.417542,621.025391,788.968384,739.589478,642.145081,766.864441,740.362244,665.427246,745.124023,742.777527,660.057800,827.663208,740.232910,658.370117,856.821472,741.371643,611.815491,844.632629,741.098206,542.856384,844.401672,739.498657,1524.879395,832.522888,1709.870850,1507.036377,781.404419,1724.247925,1521.344727,727.544556,1710.638794
3416,0,700.974304,796.795532,743.402405,725.875427,785.218262,742.755798,746.037842,775.034912,745.435547,621.018311,788.952576,739.583801,642.149170,766.853394,740.357727,665.426270,745.108459,742.776611,660.043518,827.652344,740.243103,658.367432,856.804321,741.362915,611.811646,844.610962,741.092896,542.858459,844.387756,739.492493,1524.886108,832.519653,1709.883057,1507.044189,781.401794,1724.256226,1521.364868,727.515625,1710.622070
3417,0,700.971252,796.794800,743.386414,725.873047,785.221497,742.769226,746.033142,775.023254,745.419373,621.018494,788.950012,739.582825,642.139954,766.856201,740.355896,665.418884,745.121582,742.781494,660.041687,827.646484,740.237915,658.364441,856.822144,741.379395,611.807556,844.624573,741.103210,542.848145,844.390320,739.499023,1524.873535,832.526428,1709.871704,1507.047119,781.402405,1724.244751,1521.364868,727.519287,1710.624756
3418,0,700.963989,796.790405,743.398193,725.867004,785.225647,742.768311,746.020203,775.005798,745.415039,621.013550,788.959473,739.585999,642.133972,766.861084,740.363708,665.414551,745.122314,742.783264,660.042297,827.664673,740.236816,658.364746,856.822083,741.371887,611.804688,844.620300,741.091309,542.845642,844.397278,739.499878,1524.871216,832.528809,1709.875610,1507.044312,781.399597,1724.243408,1521.353882,727.512207,1710.629883
3419,0,700.966248,796.797363,743.389587,725.868591,785.227722,742.755066,746.033813,775.028870,745.418701,621.019226,788.969482,739.579529,642.147156,766.857178,740.363281,665.422180,745.128052,742.777039,660.040039,827.666321,740.239014,658.366089,856.821899,741.369385,611.805847,844.612915,741.087219,542.851135,844.397278,739.493835,1524.880249,832.534607,1709.879517,1507.047729,781.405884,1724.250488,1521.369263,727.549194,1710.622559
3420,0,700.967224,796.796082,743.382935,725.875854,785.223633,742.759094,746.037720,775.011475,745.418091,621.025330,788.959717,739.578369,642.142273,766.865356,740.367371,665.424622,745.119141,742.776123,659.957275,827.701477,740.291077,658.365601,856.826538,741.377869,611.810242,844.617554,741.095093,542.862244,844.390320,739.501404,1524.884521,832.526062,1709.870850,1507.047607,781.407776,1724.251465,1521.377808,727.559692,1710.640137
3421,0,700.971191,796.792114,743.400208,725.878662,785.215820,742.761169,746.032288,775.020264,745.413513,621.019775,788.958984,739.593689,642.150574,766.864502,740.370972,665.423340,745.123047,742.783569,660.038940,827.655762,740.244690,658.356567,856.836121,741.385986,611.807556,844.617798,741.100647,542.861206,844.395691,739.502686,1524.896606,832.517822,1709.878052,1507.052612,781.394775,1724.246460,1521.367554,727.548828,1710.638550
3422,0,700.962036,796.801208,743.397644,725.873718,785.222656,742.760010,746.028137,775.025513,745.416382,621.014526,788.955994,739.578247,642.149170,766.861511,740.361877,665.419128,745.127991,742.786560,659.966492,827.701477,740.297180,658.354431,856.824097,741.374268,611.810913,844.615051,741.096863,542.857666,844.389648,739.502563,1524.879395,832.526123,1709.875366,1507.046997,781.395874,1724.252197,1521.359009,727.527710,1710.633423
3423,0,700.979309,796.810303,743.395752,725.881714,785.229126,742.766418,746.037476,775.028687,745.421875,621.015076,788.972168,739.589722,642.142944,766.867493,740.367920,665.418335,745.130005,742.782715,660.055969,827.654968,740.234558,658.364807,856.831909,741.376953,611.808472,844.628845,741.101990,542.858948,844.396973,739.492188,1524.883179,832.524658,1709.881714,1507.049561,781.405884,1724.259888,1521.371582,727.533081,1710.627930
3424,0,700.978821,796.811768,743.392700,725.883240,785.226440,742.767883,746.033142,775.023804,745.415405,621.019348,788.963501,739.583252,642.146912,766.865417,740.364807,665.432312,745.121155,742.775024,660.058899,827.664490,740.235413,658.380920,856.827148,741.369995,611.809631,844.624878,741.102478,542.869568,844.393860,739.495544,1524.884399,832.528809,1709.878540,1507.058716,781.407837,1724.247437,1521.365356,727.534668,1710.621460
3425,0,700.979919,796.792603,743.386597,725.882202,785.218750,742.752869,746.031006,775.012329,745.412170,621.018738,788.952698,739.590820,642.151611,766.853210,740.358032,665.427856,745.116028,742.773315,659.961792,827.690369,740.295776,658.364258,856.834961,741.394409,611.810608,844.617493,741.096924,542.868042,844.388062,739.501038,1524.887329,832.522888,1709.881592,1507.056763,781.403076,1724.259888,1521.362183,727.552734,1710.642334
3426,0,700.971558,796.802124,743.390137,725.880066,785.231567,742.768738,746.027954,775.013611,745.424377,621.010559,788.964905,739.596680,642.148804,766.856995,740.352112,665.423828,745.130737,742.786926,660.060486,827.655396,740.236206,658.366455,856.836426,741.383362,611.813416,844.623413,741.097473,542.851929,844.402100,739.512329,1524.886841,832.517090,1709.867554,1507.046753,781.412170,1724.250732,1521.380127,727.532532,1710.652832
3427,0,700.971863,796.814270,743.392273,725.878784,785.226196,742.756531,746.037720,775.034241,745.418884,621.025024,788.962158,739.585266,642.155762,766.869263,740.369629,665.429138,745.134705,742.785095,660.055542,827.661682,740.233093,658.369812,856.828064,741.365234,611.816345,844.628174,741.094971,542.859253,844.393738,739.492004,1524.887939,832.521240,1709.869263,1507.054321,781.406067,1724.245728,1521.377808,727.545166,1710.644043
3428,0,700.983521,796.799011,743.375305,725.883911,785.225098,742.768188,746.036926,775.030884,745.408142,621.027161,788.953979,739.580933,642.153687,766.872742,740.364136,665.433411,745.118347,742.771362,660.059753,827.661865,740.231934,658.380371,856.833435,741.384827,611.814514,844.619629,741.087769,542.860474,844.400024,739.488403,1524.884521,832.507568,1709.867432,1507.051025,781.407654,1724.255981,1521.379272,727.520142,1710.633057
3429,0,700.974609,796.792847,743.391602,725.877319,785.225159,742.766418,746.044556,775.025146,745.431702,621.025818,788.952698,739.584961,642.156555,766.865479,740.372986,665.425293,745.113525,742.774597,660.052612,827.664795,740.249939,658.377197,856.818787,741.378662,611.813965,844.616516,741.092590,542.863525,844.398254,739.505493,1524.889526,832.528442,1709.884644,1507.053345,781.397827,1724.251465,1521.365845,727.538452,1710.636475
3430,0,700.973083,796.803833,743.385315,725.875427,785.229858,742.765015,746.023804,775.033752,745.432800,621.023926,788.958374,739.584778,642.148865,766.865112,740.363159,665.428284,745.125977,742.782471,660.053650,827.655823,740.239380,658.367004,856.833679,741.386047,611.807068,844.623718,741.103821,542.851746,844.399048,739.508301,1524.884399,832.528931,1709.879028,1507.052368,781.407349,1724.248657,1521.363647,727.557617,1710.633789
3431,0,700.978088,796.798218,743.388611,725.880432,785.230103,742.765076,746.027222,775.028198,745.415649,621.021179,788.972595,739.583374,642.139038,766.876892,740.372253,665.426147,745.129333,742.775757,660.049072,827.670471,740.243347,658.378357,856.829773,741.380127,611.810059,844.631775,741.101135,542.859802,844.401062,739.503540,1524.883911,832.526123,1709.874878,1507.048340,781.404663,1724.250854,1521.362549,727.544739,1710.641968
3432,0,700.983643,796.796570,743.378906,725.880615,785.221375,742.754456,746.032959,775.018127,745.406128,621.021912,788.963867,739.580750,642.151672,766.854675,740.346680,665.430298,745.113586,742.772461,660.052246,827.664978,740.249084,658.372070,856.816895,741.376709,611.810364,844.620300,741.102966,542.857422,844.390564,739.493286,1524.882568,832.525208,1709.881836,1507.050293,781.391907,1724.247803,1521.376343,727.537781,1710.622437
3433,0,700.979736,796.804321,743.401855,725.879639,785.215576,742.768188,746.037537,775.028748,745.439880,621.026367,788.945923,739.577454,642.146057,766.862793,740.367554,665.424622,745.118164,742.778625,660.041199,827.653442,740.242371,658.363708,856.828735,741.386902,611.806641,844.615967,741.099731,542.857178,844.385742,739.494019,1524.890503,832.516907,1709.887817,1507.044556,781.397766,1724.254272,1521.362549,727.532959,1710.638916
3434,0,700.976196,796.804321,743.406006,725.865906,785.223633,742.754517,746.027222,775.021912,745.423645,621.029358,788.959778,739.594727,642.144958,766.866455,740.358398,665.427307,745.128845,742.782288,660.039856,827.657227,740.241089,658.369751,856.824890,741.378662,611.811035,844.624329,741.107117,542.855896,844.393738,739.493958,1524.878540,832.521912,1709.874756,1507.048950,781.400574,1724.251221,1521.366577,727.533508,1710.637207
3435,0,700.970581,796.803833,743.393860,725.883118,785.227478,742.763062,746.029358,775.031982,745.426697,621.021362,788.964355,739.586243,642.149597,766.866760,740.357788,665.425537,745.122681,742.774353,659.972046,827.709473,740.299561,658.364868,856.815613,741.362915,611.809204,844.637573,741.106323,542.859253,844.408875,739.509583,1524.882324,832.526611,1709.874634,1507.044434,781.408875,1724.258545,1521.345459,727.545288,1710.646851
3436,0,700.984253,796.797302,743.386597,725.881531,785.224182,742.755005,746.029846,775.018250,745.425903,621.016907,788.957458,739.578491,642.147095,766.863831,740.372498,665.434753,745.121399,742.779297,660.058594,827.661621,740.240967,658.377869,856.832764,741.378052,611.811462,844.625427,741.095215,542.860107,844.396179,739.495605,1524.885254,832.518799,1709.875244,1507.051392,781.398499,1724.235962,1521.361328,727.529419,1710.621826
3437,0,700.974243,796.788391,743.398193,725.868713,785.216003,742.765503,746.033020,775.020874,745.426453,621.017273,788.947205,739.582092,642.140808,766.850037,740.353271,665.423401,745.112610,742.777649,660.071960,827.568115,740.109619,658.358887,856.820251,741.393005,611.810181,844.610779,741.095886,542.860535,844.388855,739.497314,1524.879517,832.523376,1709.877197,1507.051270,781.398926,1724.251221,1521.387695,727.551086,1710.633179
3438,0,700.976318,796.802246,743.397156,725.871521,785.213013,742.750977,746.029480,775.016052,745.432129,621.014282,788.957214,739.579407,642.138550,766.870361,740.378418,665.423828,745.123840,742.786133,660.048279,827.660583,740.243591,658.370117,856.831909,741.392578,611.800232,844.616028,741.100342,542.867004,844.393372,739.504639,1524.885864,832.528137,1709.879272,1507.049438,781.399475,1724.261353,1521.375366,727.531494,1710.637207
3439,0,700.966003,796.813538,743.398315,725.869812,785.226746,742.757690,746.028625,775.035767,745.423889,621.019043,788.960083,739.586731,642.147278,766.866821,740.362427,665.421082,745.120789,742.768921,659.974243,827.707642,740.295837,658.362915,856.833557,741.371399,611.797180,844.623474,741.090210,542.854553,844.396545,739.493347,1524.874634,832.532776,1709.875122,1507.046265,781.409119,1724.238159,1521.363281,727.541077,1710.642944
3440,0,700.978760,796.804321,743.396545,725.887634,785.222961,742.762329,746.035706,775.021362,745.409058,621.018799,788.953857,739.574158,642.147278,766.868164,740.362183,665.424072,745.119446,742.775208,660.050171,827.667664,740.241455,658.375671,856.816528,741.367371,611.816650,844.621582,741.090149,542.861328,844.393677,739.484802,1524.892456,832.526611,1709.882080,1507.060669,781.395813,1724.245850,1521.382324,727.540039,1710.625854
3441,0,700.965271,796.789917,743.403564,725.879395,785.220947,742.764160,746.035156,775.022400,745.426208,621.021484,788.947876,739.590271,642.148743,766.848572,740.371582,665.427673,745.123352,742.782959,660.034302,827.653320,740.244080,658.367004,856.817749,741.371582,611.808777,844.620056,741.094421,542.862061,844.397522,739.504333,1524.885498,832.525330,1709.879272,1507.052002,781.405945,1724.258667,1521.376343,727.531860,1710.634399
3442,0,700.966187,796.801086,743.394592,725.875061,785.226318,742.773132,746.025452,775.029968,745.433777,621.011841,788.964050,739.595642,642.142761,766.862793,740.369995,665.418518,745.128601,742.785828,659.743835,827.595337,740.203308,658.375366,856.822449,741.372742,611.812134,844.625732,741.102844,542.861389,844.394409,739.505615,1524.886108,832.523743,1709.875122,1507.055908,781.397644,1724.249146,1521.357788,727.536621,1710.650879
3443,0,700.974121,796.800720,743.385986,725.875183,785.229797,742.760498,746.038513,775.035461,745.426636,621.026245,788.965698,739.587341,642.150085,766.869202,740.365906,665.425537,745.120850,742.775696,659.950134,827.606201,740.203430,658.370422,856.839355,741.391907,611.815552,844.623047,741.101013,542.863220,844.397400,739.497253,1524.886841,832.523621,1709.875244,1507.052734,781.396423,1724.250854,1521.367920,727.533020,1710.649048
3444,0,700.972351,796.805115,743.391663,725.888367,785.219116,742.744873,746.044556,775.022827,745.420593,621.020081,788.958740,739.579468,642.154114,766.865295,740.367126,665.430115,745.122314,742.770691,659.944275,827.606201,740.198486,658.374146,856.826904,741.369507,611.810059,844.618347,741.083252,542.858887,844.399414,739.495300,1524.886230,832.527710,1709.876221,1507.059692,781.406067,1724.254028,1521.377441,727.542297,1710.634888
3445,0,700.974548,796.797791,743.388672,725.875000,785.220337,742.765686,746.035522,775.015503,745.415894,621.016479,788.956787,739.583557,642.149475,766.859924,740.360840,665.435486,745.130127,742.780273,659.857971,827.667542,740.290955,658.369812,856.821716,741.384583,611.814392,844.614380,741.098755,542.860657,844.390991,739.496399,1524.883057,832.518738,1709.873291,1507.059692,781.400757,1724.264282,1521.379761,727.540344,1710.640015
3446,0,700.971680,796.806641,743.404541,725.873657,785.232910,742.773743,746.027832,775.026489,745.424255,621.014221,788.959473,739.585449,642.143494,766.867249,740.362854,665.422363,745.130981,742.780457,659.948242,827.615112,740.195862,658.368042,856.827332,741.381775,611.807739,844.626099,741.104065,542.860413,844.395264,739.501587,1524.883667,832.526855,1709.867676,1507.051392,781.405457,1724.253052,1521.359497,727.530212,1710.639160
3447,0,700.970764,796.802551,743.385803,725.875610,785.226868,742.755127,746.031799,775.027100,745.421387,621.014404,788.965515,739.583496,642.143616,766.871094,740.355957,665.422241,745.125549,742.777649,659.949463,827.605469,740.185608,658.369812,856.822510,741.356750,611.805969,844.626099,741.098206,542.858093,844.396179,739.495605,1524.884033,832.526367,1709.868164,1507.052246,781.410278,1724.250854,1521.364868,727.543945,1710.631226
3448,0,700.977295,796.804565,743.388855,725.881653,785.223755,742.753174,746.036499,775.021484,745.416321,621.024109,788.962036,739.581543,642.145874,766.869263,740.356445,665.426880,745.130920,742.780579,659.975525,827.610291,740.194214,658.367188,856.832336,741.392761,611.812805,844.625366,741.090698,542.868896,844.403870,739.491272,1524.882324,832.520874,1709.879883,1507.054077,781.402466,1724.246704,1521.382812,727.542236,1710.632202
3449,0,700.983704,796.798218,743.394409,725.876831,785.222534,742.763550,746.038513,775.022278,745.418762,621.026428,788.944580,739.589722,642.149475,766.861816,740.368164,665.428040,745.120422,742.784180,659.967834,827.621704,740.212158,658.373535,856.825562,741.380371,611.814636,844.617004,741.102478,542.872803,844.390991,739.508057,1524.885864,832.532104,1709.885864,1507.053223,781.395203,1724.251831,1521.374634,727.532837,1710.629883
3450,0,700.972839,796.801819,743.386963,725.869995,785.226196,742.763855,746.030762,775.020630,745.420288,621.021179,788.965759,739.587646,642.142517,766.865051,740.368408,665.424927,745.117981,742.770691,659.977600,827.628418,740.213867,658.366394,856.824097,741.380127,611.804443,844.618347,741.102844,542.861816,844.397827,739.498108,1524.879639,832.516907,1709.868774,1507.045776,781.399414,1724.259399,1521.362549,727.552429,1710.640503
3451,0,700.972412,796.805847,743.398865,725.880554,785.231628,742.763184,746.025146,775.024292,745.417664,621.017029,788.957764,739.582947,642.137085,766.872437,740.372742,665.424988,745.129761,742.773315,659.997131,827.638306,740.210083,658.367188,856.836914,741.372864,611.805908,844.618591,741.100037,542.858459,844.392456,739.495605,1524.884888,832.527466,1709.873047,1507.043579,781.400208,1724.255249,1521.370483,727.549438,1710.638184
