

Trajectories
100
,,LeftHand:Index1,,,LeftHand:Index2,,,LeftHand:Index3,,,LeftHand:Thumb1,,,LeftHand:Thumb2,,,LeftHand:Thumb3,,,LeftHand:Wrist1,,,LeftHand:Wrist2,,,LeftHand:Wrist3,,,LeftHand:Wrist4,,,Realsense:Camera1,,,Realsense:Camera2,,,Realsense:Camera3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
676,0,1173.886475,765.043030,746.612000,1199.501465,754.945740,745.433716,1220.335449,746.290466,747.723328,1094.950195,751.761108,744.174927,1117.642456,730.835205,744.682739,1141.346436,711.248291,746.867615,1130.801270,793.292542,744.266602,1127.420654,822.073914,744.971619,1081.586548,807.007080,745.512512,1011.840698,802.207825,745.364075,1523.839111,832.031677,1709.450684,1507.048584,781.388245,1724.257690,1521.395264,727.509705,1710.593262
677,0,1173.887573,765.040161,746.620422,1199.505371,754.932617,745.421753,1220.338623,746.282776,747.729797,1094.954224,751.744263,744.168945,1117.643555,730.816284,744.677856,1141.350098,711.246216,746.876099,1130.951416,793.365601,744.365845,1127.499268,822.229004,745.230164,1081.587646,806.994751,745.512817,1011.843811,802.196838,745.366089,1523.825684,832.013672,1709.430176,1507.050781,781.381592,1724.251831,1521.393677,727.496643,1710.583252
678,0,1173.887817,765.039185,746.629456,1199.485840,754.927795,745.421936,1220.327881,746.286377,747.737854,1094.941772,751.739563,744.164490,1117.639526,730.814392,744.678467,1141.337891,711.245667,746.880554,1131.020020,793.372864,744.399475,1127.492310,822.203979,745.210999,1081.588135,807.004578,745.525513,1011.845947,802.205933,745.374695,1523.828491,832.038635,1709.444824,1507.048950,781.386414,1724.250732,1521.380981,727.525879,1710.601196
679,0,1173.884766,765.049622,746.636902,1199.492065,754.958374,745.420105,1220.326660,746.302307,747.740845,1094.943970,751.761536,744.167542,1117.645142,730.825989,744.673035,1141.334839,711.255737,746.877319,1131.007568,793.294128,744.257812,1127.492065,822.210571,745.198181,1081.588257,807.007507,745.524170,1011.844543,802.231628,745.388245,1523.823486,832.032898,1709.446167,1507.052612,781.378662,1724.245117,1521.381958,727.502930,1710.583374
680,0,1173.893188,765.054138,746.624084,1199.506836,754.950867,745.408569,1220.342651,746.309631,747.738586,1094.946289,751.760376,744.158325,1117.656860,730.838989,744.679016,1141.352173,711.263062,746.872681,1130.961914,793.381592,744.351685,1127.506592,822.228210,745.213989,1081.592041,807.028687,745.523621,1011.853333,802.234009,745.378296,1523.818115,832.015137,1709.446045,1507.057007,781.385498,1724.248535,1521.404541,727.492554,1710.592407
681,0,1173.881104,765.026367,746.586487,1199.502563,754.946960,745.412781,1220.341187,746.299011,747.728027,1094.948364,751.756958,744.160889,1117.637573,730.832642,744.682800,1141.353760,711.253540,746.867920,1130.800293,793.272766,744.256165,1127.501465,822.219360,745.210815,1081.590698,806.998047,745.505615,1011.844543,802.202454,745.367920,1523.827759,832.035461,1709.441772,1507.057129,781.387817,1724.249146,1521.400146,727.512207,1710.578125
682,0,1173.883057,765.012390,746.598022,1199.508667,754.958313,745.436157,1220.339233,746.295410,747.743469,1094.937500,751.747253,744.171082,1117.638306,730.808044,744.675171,1141.341431,711.253479,746.878845,1130.873413,793.232849,744.241455,1127.504761,822.219177,745.214111,1081.587158,807.006958,745.521667,1011.841675,802.214294,745.380066,1524.658081,832.383972,1709.744507,1507.052979,781.380432,1724.261841,1521.380493,727.522339,1710.594604
683,0,1173.890503,765.049561,746.621155,1199.504395,754.948792,745.410950,1220.339355,746.293091,747.733276,1094.951172,751.753662,744.166382,1117.645874,730.833557,744.682373,1141.340576,711.264709,746.880859,1130.929077,793.298401,744.252014,1127.506104,822.208374,745.204224,1081.584229,807.010986,745.521973,1011.851685,802.224976,745.375854,1523.840454,832.041565,1709.449463,1507.054688,781.393616,1724.269043,1521.395752,727.515076,1710.591797
684,0,1173.888916,765.051880,746.612915,1199.504883,754.962708,745.415894,1220.340820,746.302612,747.733032,1094.956421,751.754761,744.152283,1117.651489,730.833069,744.679626,1141.353882,711.259277,746.876526,1130.967773,793.383423,744.350952,1127.511597,822.227905,745.216064,1081.601929,807.022217,745.515198,1011.853821,802.226501,745.375000,1523.844238,832.046997,1709.458130,1507.057861,781.393860,1724.257080,1521.409912,727.517456,1710.609375
685,0,1173.885742,765.039246,746.606628,1199.508301,754.941345,745.415710,1220.333496,746.284363,747.723633,1094.949097,751.742859,744.157349,1117.648560,730.815186,744.675110,1141.351318,711.251038,746.885193,1130.796753,793.287354,744.273682,1127.421753,822.068298,744.979858,1081.594360,807.006714,745.504578,1011.848816,802.203247,745.358337,1523.843262,832.046387,1709.448853,1507.058105,781.381226,1724.246216,1521.400024,727.512695,1710.581177
686,0,1173.885742,765.045959,746.631592,1199.500977,754.943115,745.416321,1220.334595,746.301331,747.745422,1094.936035,751.747253,744.160339,1117.637573,730.815735,744.681702,1141.353271,711.246155,746.879456,1130.798950,793.268127,744.271240,1127.415649,822.061707,744.976562,1081.588135,806.995361,745.523743,1011.840698,802.211182,745.382019,1524.656982,832.382690,1709.743530,1507.057861,781.394897,1724.259766,1521.414673,727.523987,1710.597900
687,0,1173.884155,765.054749,746.629883,1199.504639,754.954529,745.415466,1220.340332,746.308167,747.745117,1094.943359,751.755676,744.171936,1117.650146,730.831909,744.684692,1141.337891,711.254028,746.877686,1130.795532,793.278503,744.269409,1127.496216,822.217712,745.197083,1081.587769,807.015442,745.535278,1011.847839,802.227600,745.380188,1523.830200,832.025146,1709.456299,1507.054932,781.377808,1724.258789,1521.415405,727.514221,1710.609131
688,0,1173.879028,765.037842,746.608154,1199.508057,754.944702,745.411499,1220.341187,746.295898,747.731934,1094.948608,751.760071,744.173828,1117.648071,730.826904,744.684814,1141.346680,711.255615,746.878845,1130.958374,793.382019,744.351807,1127.501587,822.223145,745.205139,1081.592163,807.017334,745.523132,1011.852478,802.223083,745.371948,1523.843140,832.053223,1709.446899,1507.061768,781.380554,1724.250122,1521.402588,727.538696,1710.594971
689,0,1173.886475,765.032166,746.608765,1199.500244,754.929504,745.396179,1220.334961,746.290588,747.733521,1094.938354,751.742798,744.153503,1117.653809,730.818176,744.674683,1141.345703,711.239807,746.863037,1130.928833,793.294556,744.266357,1127.498535,822.203308,745.204773,1081.593872,806.989929,745.512512,1011.847961,802.205750,745.369507,1523.835938,832.045410,1709.457642,1507.055786,781.379150,1724.250977,1521.399658,727.525024,1710.579956
690,0,1173.875732,765.035095,746.615479,1199.498291,754.925720,745.411865,1220.333862,746.283936,747.744202,1094.945190,751.745178,744.175842,1117.642700,730.813599,744.682739,1141.337158,711.241577,746.877075,1130.941162,793.366028,744.364807,1127.492310,822.197388,745.207397,1081.593506,807.006104,745.523010,1011.835449,802.195618,745.377319,1523.835449,832.030334,1709.448120,1507.054321,781.385071,1724.266113,1521.389771,727.520508,1710.595337
691,0,1173.879028,765.048950,746.623108,1199.498169,754.948242,745.430420,1220.328979,746.301758,747.742432,1094.943604,751.754150,744.167725,1117.642822,730.830872,744.687988,1141.340210,711.256653,746.876221,1130.946777,793.366211,744.359619,1127.496094,822.202087,745.198730,1081.587036,807.010376,745.533203,1011.843811,802.220154,745.388306,1523.837524,832.037537,1709.449341,1507.053467,781.391663,1724.255249,1521.377563,727.527100,1710.594604
692,0,1173.894775,765.025818,746.610291,1199.499878,754.944885,745.424988,1220.336792,746.300598,747.736755,1094.948120,751.760437,744.158630,1117.636841,730.820618,744.666504,1141.334351,711.248230,746.869812,1130.965210,793.380188,744.352051,1127.409546,822.082092,744.989441,1081.591309,807.017761,745.525513,1011.841675,802.205933,745.365906,1523.829224,832.030762,1709.444458,1507.057251,781.385376,1724.247559,1521.412598,727.518127,1710.599854
693,0,1173.887817,765.020142,746.602905,1199.493896,754.913452,745.390320,1220.330078,746.281433,747.727478,1094.940186,751.735352,744.163452,1117.643677,730.812744,744.673401,1141.337036,711.244019,746.871155,1131.027100,793.303833,744.270630,1127.506592,822.219727,745.227905,1081.590210,806.994751,745.516663,1011.845215,802.195984,745.361938,1523.824951,832.029114,1709.451782,1507.058716,781.375183,1724.242798,1521.406616,727.508301,1710.577148
694,0,1173.877075,765.026123,746.617981,1199.490601,754.932373,745.421082,1220.327148,746.270508,747.732239,1094.939819,751.743774,744.170654,1117.644531,730.802490,744.677185,1141.337769,711.252258,746.886658,1130.787109,793.253540,744.272156,1127.489990,822.196838,745.206299,1081.583008,807.000549,745.531982,1011.833069,802.197998,745.364868,1523.830444,832.034607,1709.453369,1507.043091,781.388000,1724.258667,1521.398315,727.506287,1710.596436
695,0,1173.879395,765.031433,746.617615,1199.503174,754.953857,745.441406,1220.331665,746.286926,747.741821,1094.942749,751.764099,744.176453,1117.644653,730.828552,744.695801,1141.342163,711.262512,746.881226,1130.844604,793.172974,744.140991,1127.498169,822.201416,745.206604,1081.588623,807.016541,745.538696,1011.844604,802.223511,745.389465,1523.839478,832.054260,1709.448975,1507.047241,781.390991,1724.260010,1521.380615,727.501465,1710.596680
696,0,1173.878906,765.048279,746.624268,1199.498535,754.949646,745.421082,1220.335693,746.299072,747.737610,1094.942993,751.756409,744.168152,1117.648926,730.826416,744.676025,1141.341064,711.239746,746.858948,1130.958130,793.365845,744.348877,1127.503540,822.220337,745.211304,1081.590698,807.012695,745.522339,1011.847046,802.213074,745.377686,1524.667358,832.377625,1709.744873,1507.054932,781.383850,1724.253906,1521.391602,727.511780,1710.591919
697,0,1173.880371,765.025391,746.600647,1199.496216,754.928589,745.409790,1220.335449,746.280396,747.722290,1094.941162,751.745178,744.149658,1117.636963,730.815369,744.670837,1141.340210,711.244202,746.864258,1130.934326,793.306213,744.266724,1127.500732,822.212158,745.213074,1081.588623,806.993042,745.513489,1011.847229,802.198914,745.363403,1524.662109,832.377136,1709.736694,1507.053589,781.381409,1724.254028,1521.397949,727.524719,1710.585571
698,0,1173.888428,765.035156,746.618896,1199.493774,754.933350,745.428040,1220.333252,746.287964,747.745056,1094.937866,751.749939,744.169495,1117.642700,730.825989,744.687927,1141.334473,711.236084,746.868530,1130.878906,793.233704,744.230652,1127.501343,822.207275,745.209595,1081.580933,806.996521,745.519104,1011.835205,802.205017,745.377441,1523.826904,832.032227,1709.434570,1507.052734,781.381226,1724.248413,1521.389526,727.510986,1710.590454
699,0,1173.880859,765.040161,746.615356,1199.497559,754.958984,745.431030,1220.331055,746.300781,747.748413,1094.939941,751.755005,744.168762,1117.640747,730.826233,744.679932,1141.334106,711.253357,746.882080,1130.996094,793.288513,744.244324,1127.494507,822.211670,745.206665,1081.586304,807.019531,745.530640,1011.844543,802.228271,745.390015,1523.840210,832.046082,1709.447144,1507.056274,781.393311,1724.257080,1521.387085,727.528381,1710.607422
700,0,1173.885742,765.034790,746.607056,1199.505249,754.949524,745.416443,1220.338501,746.292053,747.731812,1094.941406,751.763184,744.163940,1117.647339,730.829529,744.675720,1141.351318,711.261414,746.875183,1130.956543,793.373474,744.341553,1127.504028,822.212097,745.203857,1081.593750,807.014404,745.511414,1011.840942,802.220459,745.365479,1524.662720,832.374329,1709.744873,1507.063110,781.397888,1724.259399,1521.395752,727.494751,1710.585083
701,0,1173.884766,765.040466,746.604126,1199.502808,754.936523,745.413452,1220.336182,746.289551,747.720703,1094.948730,751.753845,744.163635,1117.639404,730.814758,744.667480,1141.344727,711.261292,746.874390,1130.814087,793.280151,744.275940,1127.419922,822.069824,744.979553,1081.587646,806.996094,745.507141,1011.848938,802.209534,745.369446,1523.812256,832.015503,1709.432373,1507.056030,781.390503,1724.252686,1521.400024,727.511292,1710.586182
702,0,1173.883179,765.036743,746.629028,1199.503662,754.940247,745.423401,1220.333740,746.285461,747.734070,1094.941528,751.760376,744.167969,1117.641357,730.826904,744.685730,1141.339478,711.251038,746.883484,1130.796631,793.278198,744.280396,1127.493530,822.208862,745.210022,1081.588501,807.014404,745.527466,1011.838806,802.211548,745.374146,1523.833252,832.024292,1709.442627,1507.058472,781.388000,1724.265381,1521.400757,727.534912,1710.597168
703,0,1173.881104,765.055176,746.637207,1199.504272,754.948853,745.424011,1220.325439,746.308594,747.744751,1094.956543,751.758545,744.167419,1117.643677,730.833862,744.683105,1141.342285,711.263733,746.874695,1130.950195,793.367249,744.338379,1127.495728,822.218323,745.207520,1081.593628,807.016907,745.529297,1011.845947,802.216064,745.387939,1523.830078,832.043030,1709.447388,1507.060791,781.384583,1724.259888,1521.405273,727.514221,1710.599365
704,0,1173.892944,765.034424,746.605469,1199.501953,754.953613,745.415344,1220.329590,746.300964,747.739746,1094.949097,751.763000,744.166626,1117.649902,730.829956,744.678711,1141.330933,711.262207,746.866699,1130.935303,793.314026,744.264709,1127.498657,822.213501,745.206421,1081.593628,807.017944,745.520813,1011.853577,802.219421,745.364746,1523.855469,832.056580,1709.459351,1507.057739,781.386841,1724.255005,1521.408203,727.508728,1710.598389
705,0,1173.886719,765.032410,746.608765,1199.501465,754.934937,745.410461,1220.340820,746.293518,747.737915,1094.947754,751.751587,744.155640,1117.644775,730.825012,744.679443,1141.349365,711.253235,746.869080,1130.952881,793.366760,744.345825,1127.503296,822.219604,745.220093,1081.592407,807.004028,745.520447,1011.844849,802.202087,745.358765,1523.849609,832.049927,1709.463013,1507.055786,781.381470,1724.257446,1521.410156,727.476929,1710.589233
706,0,1173.880249,765.036072,746.625488,1199.497681,754.932007,745.415466,1220.331543,746.275574,747.740112,1094.940430,751.733276,744.161743,1117.639160,730.820190,744.689087,1141.339600,711.245605,746.871826,1130.940674,793.356934,744.353943,1127.494263,822.196289,745.202515,1081.582642,807.002563,745.528320,1011.842712,802.206238,745.382629,1523.822876,832.041321,1709.448730,1507.058228,781.385010,1724.255737,1521.390991,727.487732,1710.591919
707,0,1173.886475,765.032532,746.601868,1199.500732,754.947632,745.420471,1220.330078,746.299011,747.739258,1094.937744,751.749390,744.162720,1117.640259,730.831909,744.678345,1141.343750,711.268921,746.881348,1130.964966,793.371704,744.356812,1127.505127,822.208374,745.210205,1081.584229,807.019531,745.523621,1011.839417,802.217529,745.378418,1523.823486,832.037781,1709.443604,1507.057983,781.391052,1724.256104,1521.404663,727.523376,1710.608643
708,0,1173.901123,765.053406,746.628296,1199.499268,754.946838,745.414246,1220.333740,746.296021,747.734497,1094.945068,751.745422,744.144897,1117.643555,730.827454,744.672180,1141.339844,711.252319,746.873474,1130.975464,793.389282,744.369629,1127.509277,822.216125,745.207642,1081.588989,807.014343,745.520386,1011.842102,802.203430,745.367676,1523.842285,832.037598,1709.458252,1507.057251,781.397766,1724.254272,1521.406860,727.491394,1710.602905
709,0,1173.878418,765.032043,746.617493,1199.496094,754.942383,745.422363,1220.336792,746.285156,747.735046,1094.940918,751.743408,744.162048,1117.644043,730.815979,744.681641,1141.349121,711.249329,746.875244,1130.878784,793.249939,744.261108,1127.504395,822.202148,745.212158,1081.595703,807.007751,745.524231,1011.855347,802.208557,745.368225,1524.661011,832.383484,1709.737793,1507.053589,781.390076,1724.259033,1521.417603,727.505188,1710.582153
710,0,1173.870117,765.020996,746.606506,1199.492432,754.927734,745.410950,1220.325684,746.282532,747.737305,1094.937378,751.745728,744.165894,1117.635620,730.827759,744.702209,1141.333374,711.240723,746.877380,1130.791260,793.268616,744.270020,1127.493774,822.195374,745.218567,1081.586182,806.998779,745.517822,1011.837585,802.206360,745.375366,1523.825562,832.036377,1709.448364,1507.046143,781.385742,1724.249878,1521.412231,727.517883,1710.601685
711,0,1173.881592,765.033142,746.609070,1199.498901,754.952698,745.433777,1220.328491,746.298889,747.742004,1094.935303,751.743225,744.158752,1117.638184,730.830627,744.689575,1141.340332,711.258545,746.885071,1130.882324,793.242493,744.233032,1127.498047,822.214722,745.228149,1081.585205,807.013245,745.517639,1011.842957,802.218323,745.384583,1524.661865,832.390137,1709.742310,1507.053101,781.385132,1724.248901,1521.400024,727.528687,1710.598999
712,0,1173.885864,765.037048,746.614014,1199.501709,754.950256,745.427002,1220.335083,746.302917,747.742188,1094.949463,751.744324,744.148193,1117.641357,730.829346,744.671326,1141.337646,711.253845,746.877686,1130.804199,793.280212,744.262146,1127.501953,822.217102,745.227539,1081.588745,807.014526,745.507751,1011.847046,802.212830,745.368469,1524.652344,832.373474,1709.733643,1507.052124,781.387451,1724.250000,1521.401611,727.503479,1710.584717
713,0,1173.881348,765.026550,746.604614,1199.494751,754.931580,745.416016,1220.329956,746.290955,747.742126,1094.945801,751.749756,744.168579,1117.637085,730.819092,744.672180,1141.335938,711.246277,746.871399,1130.948120,793.351135,744.347351,1127.428589,822.080505,744.998779,1081.591797,807.005920,745.532532,1011.845825,802.206665,745.367126,1523.826782,832.032532,1709.444580,1507.061890,781.385010,1724.258423,1521.399170,727.500122,1710.587891
714,0,1173.878052,765.033203,746.637695,1199.497192,754.929749,745.418701,1220.326050,746.289062,747.749756,1094.940430,751.733459,744.159119,1117.635132,730.809692,744.686523,1141.338379,711.245544,746.876648,1130.997925,793.288574,744.264038,1127.416626,822.064148,744.982849,1081.590576,807.004822,745.521606,1011.841675,802.200745,745.369812,1524.692383,832.392578,1709.756348,1507.049683,781.381104,1724.254883,1521.383423,727.508789,1710.584961
715,0,1173.872070,765.023621,746.607178,1199.493042,754.935608,745.423401,1220.332764,746.292969,747.733521,1094.939331,751.751099,744.173218,1117.634399,730.810852,744.673218,1141.333130,711.243347,746.879272,1130.792358,793.263733,744.261841,1127.392334,822.071167,744.987671,1081.593506,807.005615,745.526062,1011.832458,802.197632,745.373657,1523.827271,832.040222,1709.453247,1507.051025,781.390259,1724.255859,1521.410522,727.525818,1710.591064
716,0,1173.891724,765.045898,746.619751,1199.506104,754.960388,745.429688,1220.327881,746.305786,747.743347,1094.954834,751.749512,744.158752,1117.649170,730.829773,744.684387,1141.335327,711.247803,746.873047,1130.946899,793.355164,744.342896,1127.503052,822.224243,745.215881,1081.583374,807.011841,745.518677,1011.843445,802.218872,745.378052,1523.847534,832.041687,1709.458984,1507.057739,781.380005,1724.245972,1521.401123,727.522644,1710.604004
717,0,1173.879028,765.021851,746.601868,1199.503052,754.942444,745.426392,1220.336792,746.295837,747.734802,1094.948853,751.755005,744.161255,1117.646851,730.837402,744.691467,1141.340454,711.250854,746.872986,1130.802002,793.277283,744.276184,1127.500244,822.213928,745.212158,1081.596680,807.016541,745.540588,1011.846802,802.211243,745.373230,1523.838623,832.049744,1709.453003,1507.056274,781.388000,1724.261597,1521.387695,727.511108,1710.595947
718,0,1173.882080,765.044067,746.632446,1199.496826,754.944092,745.426880,1220.328735,746.298279,747.741943,1094.940674,751.741699,744.163818,1117.643433,730.822876,744.678650,1141.341187,711.245483,746.867798,1130.792358,793.281616,744.279724,1127.417236,822.073792,744.983093,1081.591553,807.004395,745.533752,1011.838074,802.210938,745.379639,1523.841553,832.047729,1709.444946,1507.058838,781.389160,1724.253906,1521.400879,727.537231,1710.594116
719,0,1173.884644,765.046631,746.613892,1199.491699,754.937683,745.411682,1220.332642,746.290344,747.734985,1094.955200,751.758301,744.175476,1117.637695,730.823792,744.673889,1141.332642,711.248962,746.875671,1130.790161,793.271973,744.267639,1127.493164,822.204285,745.203125,1081.594482,807.022583,745.528931,1011.851440,802.212830,745.372253,1524.662476,832.375122,1709.734497,1507.058350,781.379883,1724.257690,1521.393066,727.516174,1710.607666
720,0,1173.889526,765.042114,746.605286,1199.507690,754.960938,745.428284,1220.334961,746.305786,747.739563,1094.948242,751.761719,744.162842,1117.645264,730.841492,744.691284,1141.345459,711.272034,746.887695,1131.003906,793.291504,744.249939,1127.499634,822.215759,745.204102,1081.599854,807.016541,745.516785,1011.847595,802.213501,745.374817,1523.845215,832.045593,1709.454102,1507.060547,781.391724,1724.265625,1521.400391,727.530151,1710.609619
721,0,1173.885864,765.039001,746.614807,1199.508057,754.953613,745.435486,1220.336914,746.303223,747.735718,1094.949951,751.750732,744.156067,1117.646606,730.828918,744.684448,1141.344360,711.253418,746.882141,1130.953735,793.366760,744.349670,1127.429932,822.072693,744.981873,1081.595947,807.024231,745.537048,1011.845093,802.216370,745.380310,1523.839111,832.045227,1709.449219,1507.057007,781.384399,1724.260376,1521.406372,727.531067,1710.587280
722,0,1173.885498,765.038818,746.609070,1199.491211,754.927551,745.401001,1220.330933,746.284973,747.725952,1094.942627,751.744202,744.163940,1117.638794,730.819397,744.676514,1141.345703,711.251831,746.874634,1130.944092,793.364685,744.353210,1127.495239,822.212463,745.208130,1081.588379,807.001709,745.514160,1011.845337,802.206604,745.373962,1523.832520,832.043213,1709.447876,1507.061401,781.392883,1724.248901,1521.402954,727.525024,1710.593628
723,0,1173.878540,765.047791,746.612122,1199.498169,754.955688,745.406189,1220.331421,746.301636,747.724792,1094.933960,751.748413,744.160217,1117.635010,730.841919,744.679749,1141.331299,711.250610,746.870789,1130.801270,793.283142,744.275879,1127.492065,822.211426,745.196838,1081.577393,807.016052,745.515869,1011.844421,802.212952,745.366028,1523.845337,832.046326,1709.455688,1507.057739,781.387573,1724.253418,1521.413696,727.518372,1710.602539
724,0,1173.895996,765.053528,746.620300,1199.511230,754.971313,745.437134,1220.340576,746.312317,747.733215,1094.952148,751.770020,744.177063,1117.651001,730.834106,744.677063,1141.341431,711.262390,746.879089,1130.951538,793.375916,744.346497,1127.428955,822.086060,744.983765,1081.591553,807.020630,745.521179,1011.850220,802.224304,745.387451,1523.835205,832.036926,1709.449951,1507.057739,781.391296,1724.260498,1521.407837,727.509521,1710.598755
725,0,1173.887451,765.038025,746.606506,1199.512817,754.952576,745.430054,1220.337769,746.297119,747.738098,1094.944214,751.750854,744.164856,1117.644897,730.831726,744.696289,1141.345093,711.245850,746.872864,1130.895020,793.248962,744.252808,1127.509155,822.224854,745.231079,1081.589233,807.013184,745.540771,1011.842957,802.215515,745.380371,1523.816528,832.022827,1709.429321,1507.065063,781.383850,1724.253906,1521.389771,727.512085,1710.604370
726,0,1173.888184,765.026672,746.610535,1199.495972,754.933105,745.405640,1220.329224,746.282410,747.724548,1094.939209,751.740112,744.153076,1117.640747,730.807251,744.667603,1141.345947,711.246948,746.878174,1131.041016,793.341492,744.334534,1127.498169,822.204590,745.207275,1081.583862,807.003113,745.514954,1011.838684,802.202148,745.363953,1524.667236,832.390747,1709.748535,1507.057983,781.378418,1724.248047,1521.403442,727.502930,1710.584229
727,0,1173.881958,765.032959,746.608276,1199.495605,754.960022,745.431763,1220.328003,746.302246,747.734741,1094.945190,751.754578,744.176147,1117.648071,730.830444,744.685425,1141.333374,711.251404,746.883118,1130.798462,793.275574,744.264038,1127.497192,822.210510,745.199768,1081.588135,807.014587,745.515259,1011.847168,802.216553,745.377930,1523.837402,832.038940,1709.455933,1507.051758,781.391296,1724.254761,1521.395386,727.506226,1710.589966
728,0,1173.886597,765.050903,746.635376,1199.497070,754.952515,745.429504,1220.335083,746.309082,747.738464,1094.945190,751.754456,744.163818,1117.651733,730.827332,744.690186,1141.345581,711.265747,746.884827,1130.810791,793.281067,744.262939,1127.423584,822.076050,744.971680,1081.587769,807.015747,745.522278,1011.843689,802.215027,745.381287,1523.843140,832.053345,1709.456787,1507.056885,781.389221,1724.255615,1521.395386,727.489563,1710.604980
729,0,1173.889771,765.034424,746.610840,1199.504028,754.953369,745.430969,1220.336792,746.295288,747.735474,1094.950195,751.755920,744.172852,1117.638672,730.827271,744.682007,1141.345703,711.245728,746.875732,1130.933716,793.328735,744.274902,1127.498047,822.211792,745.207581,1081.587036,807.018982,745.523010,1011.849182,802.215637,745.375977,1523.831787,832.036011,1709.443726,1507.047729,781.389221,1724.259766,1521.385132,727.522888,1710.583130
730,0,1173.880005,765.018738,746.607483,1199.498413,754.921570,745.407410,1220.333740,746.288086,747.740234,1094.952881,751.742371,744.161133,1117.646606,730.805786,744.672546,1141.346313,711.252808,746.884277,1131.046143,793.339172,744.344788,1127.496094,822.199036,745.212158,1081.588013,807.001831,745.520142,1011.846924,802.210571,745.380249,1523.835693,832.038696,1709.446167,1507.055298,781.383850,1724.248535,1521.403198,727.532776,1710.593750
731,0,1173.879028,765.043579,746.618286,1199.496338,754.950928,745.430847,1220.333252,746.290466,747.735535,1094.946899,751.747681,744.171265,1117.639282,730.836243,744.690857,1141.341309,711.254333,746.880859,1130.797485,793.268372,744.272583,1127.486694,822.196838,745.199158,1081.584473,806.999084,745.507568,1011.836792,802.209412,745.372681,1523.830200,832.034180,1709.443726,1507.045532,781.382080,1724.256836,1521.381104,727.512512,1710.604492
732,0,1173.884399,765.050659,746.631592,1199.503662,754.952881,745.433716,1220.335205,746.297302,747.744812,1094.942261,751.768616,744.172913,1117.643433,730.836182,744.688660,1141.341431,711.261902,746.880249,1130.957153,793.376648,744.352844,1127.422363,822.074646,744.975586,1081.593262,807.011353,745.520081,1011.845581,802.225281,745.382507,1523.846191,832.048706,1709.450195,1507.053223,781.382019,1724.242676,1521.403687,727.513916,1710.595337
733,0,1173.887695,765.034973,746.617065,1199.505981,754.947937,745.406860,1220.326538,746.274170,747.721069,1094.941284,751.750427,744.162598,1117.637939,730.815552,744.669800,1141.336426,711.250977,746.868042,1130.925903,793.313232,744.278381,1127.493652,822.207397,745.198059,1081.585938,806.998962,745.511292,1011.840820,802.203247,745.366150,1524.655640,832.385925,1709.742676,1507.053467,781.387573,1724.252930,1521.410034,727.514221,1710.588379
734,0,1173.883057,765.019653,746.609070,1199.493774,754.943237,745.411499,1220.332764,746.281555,747.724731,1094.931030,751.730835,744.155029,1117.649170,730.817688,744.690247,1141.325439,711.238037,746.866577,1130.944458,793.352905,744.350769,1127.414795,822.059448,744.979797,1081.583618,806.992371,745.515076,1011.843323,802.203430,745.372742,1523.836792,832.046265,1709.442383,1507.046997,781.388428,1724.249146,1521.389038,727.517090,1710.580688
735,0,1173.875122,765.053284,746.632324,1199.500000,754.937195,745.426880,1220.334229,746.301636,747.752258,1094.950439,751.753540,744.171875,1117.636353,730.822815,744.681580,1141.329956,711.247314,746.876648,1130.796997,793.271301,744.263916,1127.490479,822.198303,745.198669,1081.588379,807.016968,745.529724,1011.844971,802.206665,745.382263,1523.831543,832.031677,1709.444214,1507.053467,781.377014,1724.251099,1521.397949,727.519653,1710.598389
736,0,1173.890381,765.054688,746.622192,1199.503052,754.966370,745.432983,1220.334229,746.305664,747.736572,1094.948486,751.765747,744.177612,1117.641357,730.832397,744.683411,1141.346558,711.266785,746.887939,1130.947998,793.372925,744.353088,1127.494507,822.217285,745.210022,1081.584717,807.023682,745.525513,1011.842834,802.234253,745.388306,1524.655396,832.388184,1709.740112,1507.056763,781.383484,1724.251709,1521.404297,727.499390,1710.598877
737,0,1173.893677,765.055176,746.621216,1199.507935,754.946289,745.408508,1220.341675,746.291443,747.732666,1094.943237,751.751404,744.160706,1117.644043,730.816162,744.664795,1141.348022,711.248840,746.860901,1131.038696,793.347412,744.337158,1127.508789,822.203186,745.207764,1081.596313,807.011963,745.515320,1011.847595,802.211121,745.364868,1523.838745,832.029724,1709.443115,1507.059448,781.390991,1724.252075,1521.396851,727.511169,1710.591797
738,0,1173.877441,765.032898,746.626404,1199.494507,754.941406,745.426147,1220.333984,746.286255,747.726624,1094.948364,751.748352,744.177368,1117.644531,730.811523,744.669922,1141.347046,711.249817,746.871704,1131.032837,793.332642,744.323730,1127.499878,822.216064,745.214966,1081.589966,806.997986,745.523621,1011.848328,802.201355,745.371765,1523.839966,832.048889,1709.447876,1507.057251,781.386780,1724.256836,1521.390747,727.510803,1710.603271
