RealSense_frame,Vicon_frame,Vicon_timestamp,RightHand1:Wrist1_X,RightHand1:Wrist1_Y,RightHand1:Wrist1_Z,RightHand1:Wrist2_X,RightHand1:Wrist2_Y,RightHand1:Wrist2_Z,RightHand1:Wrist3_X,RightHand1:Wrist3_Y,RightHand1:Wrist3_Z,RightHand1:Thumb1_X,RightHand1:Thumb1_Y,RightHand1:Thumb1_Z,RightHand1:Thumb2_X,RightHand1:Thumb2_Y,RightHand1:Thumb2_Z,RightHand1:Thumb3_X,RightHand1:Thumb3_Y,RightHand1:Thumb3_Z,RightHand1:IndexFinger1_X,RightHand1:IndexFinger1_Y,RightHand1:IndexFinger1_Z,RightHand1:IndexFinger2_X,RightHand1:IndexFinger2_Y,RightHand1:IndexFinger2_Z,RightHand1:IndexFinger3_X,RightHand1:IndexFinger3_Y,RightHand1:IndexFinger3_Z,Realsense:Camera1_X,Realsense:Camera1_Y,Realsense:Camera1_Z,Realsense:Camera2_X,Realsense:Camera2_Y,Realsense:Camera2_Z,Realsense:Camera3_X,Realsense:Camera3_Y,Realsense:Camera3_Z,LeftHand1:IndexFinger1_X,LeftHand1:IndexFinger1_Y,LeftHand1:IndexFinger1_Z,LeftHand1:IndexFinger2_X,LeftHand1:IndexFinger2_Y,LeftHand1:IndexFinger2_Z,LeftHand1:IndexFinger3_X,LeftHand1:IndexFinger3_Y,LeftHand1:IndexFinger3_Z,LeftHand1:Thumb1_X,LeftHand1:Thumb1_Y,LeftHand1:Thumb1_Z,LeftHand1:Thumb2_X,LeftHand1:Thumb2_Y,LeftHand1:Thumb2_Z,LeftHand1:Thumb3_X,LeftHand1:Thumb3_Y,LeftHand1:Thumb3_Z,LeftHand1:Wrist1_X,LeftHand1:Wrist1_Y,LeftHand1:Wrist1_Z,LeftHand1:Wrist2_X,LeftHand1:Wrist2_Y,LeftHand1:Wrist2_Z,LeftHand1:Wrist3_X,LeftHand1:Wrist3_Y,LeftHand1:Wrist3_Z,LeftHand1:Wrist4_X,LeftHand1:Wrist4_Y,LeftHand1:Wrist4_Z,CerealBox:Corner1_X,CerealBox:Corner1_Y,CerealBox:Corner1_Z,CerealBox:Corner2_X,CerealBox:Corner2_Y,CerealBox:Corner2_Z,CerealBox:Corner3_X,CerealBox:Corner3_Y,CerealBox:Corner3_Z,CerealBox:Corner4_X,CerealBox:Corner4_Y,CerealBox:Corner4_Z,CerealBox:Corner5_X,CerealBox:Corner5_Y,CerealBox:Corner5_Z,CerealBox:Corner6_X,CerealBox:Corner6_Y,CerealBox:Corner6_Z,CerealBox:Corner7_X,CerealBox:Corner7_Y,CerealBox:Corner7_Z,CerealBox:Corner8_X,CerealBox:Corner8_Y,CerealBox:Corner8_Z
00131_color_1715712646.818708.png,2479,1715712646.813879,643.664856,1338.594238,860.525391,654.58252,1389.430298,886.337952,681.795532,1343.803223,897.907898,685.460205,1300.087402,853.346436,675.908875,1275.337158,826.259033,653.911621,1256.783691,805.080261,611.435486,1288.954468,819.152771,595.92926,1277.975464,796.712708,585.609314,1265.887329,770.669434,295.506989,956.343628,1496.416626,242.232666,948.512268,1512.220947,191.279419,963.035645,1491.769531,133.660767,276.753632,762.889709,163.64743,275.993073,756.378052,185.983444,275.929901,751.648682,60.979122,237.322388,760.215027,87.682938,221.791199,754.043762,117.154579,209.240952,748.521729,90.942192,291.623352,775.806885,78.829041,323.565857,765.99646,46.38298,301.749756,776.621277,-17.925123,285.18866,790.327454,372.334534,-318.558868,1005.46875,364.436462,-407.915009,1002.996094,539.840637,-430.683838,1003.407227,546.835388,-344.895142,1004.475708,376.335602,-317.518982,737.114563,364.045288,-404.620361,737.326416,541.082703,-425.154327,739.032593,553.389221,-336.840179,739.925354
00132_color_1715712646.853189.png,2483,1715712646.853879,648.640625,1315.04126,863.264526,662.577026,1364.982788,889.170105,687.172791,1317.628296,900.276123,687.277466,1273.676758,855.968994,675.854492,1249.465088,828.985718,652.740967,1232.520508,807.805176,612.627563,1267.841431,822.395081,596.002502,1258.065063,800.243469,585.113953,1246.498413,773.783752,295.496002,956.316162,1496.398682,242.230087,948.509949,1512.221191,191.274979,963.039795,1491.767578,133.603745,276.747955,762.889099,163.585876,275.962616,756.371582,185.922684,275.923523,751.627625,60.9492,237.317856,760.183228,87.666077,221.786224,754.024597,117.123146,209.255707,748.502197,90.90033,291.606232,775.775696,78.677841,323.601746,766.108215,46.344162,301.733826,776.608154,-17.966309,285.201813,790.298096,372.325897,-318.501495,1005.534912,364.422424,-407.144867,1002.440186,539.828308,-430.720245,1003.410217,546.822571,-344.929718,1004.474182,376.326324,-317.523376,737.118347,364.045258,-404.617279,737.313721,541.083618,-425.181946,739.040588,553.389221,-336.830017,739.930115
00133_color_1715712646.891762.png,2487,1715712646.893879,651.871338,1288.630493,866.994385,668.330872,1338.312988,892.109985,690.239624,1290.282715,904.441833,687.945862,1245.634888,861.382019,676.121155,1221.221558,834.163452,651.935547,1204.81897,813.529541,613.602356,1242.561279,826.995178,596.726135,1233.166504,804.815125,585.033508,1221.829468,778.867615,295.505402,956.326233,1496.405396,242.238632,948.502563,1512.219849,191.28447,963.036316,1491.759155,133.713058,276.7547,762.898254,163.703079,275.972351,756.34314,186.038986,275.908478,751.593445,61.025253,237.431,760.24054,87.716888,221.850098,754.050598,117.171089,209.290024,748.509888,91.082321,291.674683,775.765808,78.727524,323.476196,765.872009,46.461468,301.856445,776.609497,-17.877913,285.470551,790.322693,372.343201,-318.538422,1005.490417,364.439972,-407.108063,1002.413757,539.84021,-430.693512,1003.398926,546.842224,-344.924988,1004.465454,376.341736,-317.507629,737.11322,364.044403,-404.621124,737.338074,541.067017,-425.110352,739.009277,553.397339,-336.821655,739.91864
00134_color_1715712646.925919.png,2490,1715712646.9238791,653.621399,1268.103516,871.348083,670.7677,1318.315186,895.898132,692.378052,1270.254395,908.837952,689.471497,1224.946899,866.244812,677.6026,1200.045288,839.402954,653.091125,1183.636597,819.373657,615.099976,1221.820068,831.917542,598.200378,1212.08606,809.967896,585.842224,1200.553955,784.56366,295.5065,956.345947,1496.40979,242.235107,948.510376,1512.218994,191.273209,963.046875,1491.765381,133.850418,276.728271,762.858582,163.855698,275.950684,756.321838,186.167084,275.860931,751.58313,61.101112,237.530762,760.287781,87.762665,221.881683,754.091248,117.201424,209.29892,748.510254,91.189522,291.705994,775.760315,78.998192,323.569214,765.773193,46.609623,301.983582,776.636902,-17.755207,285.793335,790.396301,372.33548,-318.535034,1005.455994,364.42865,-407.087524,1002.416016,539.824219,-430.659332,1003.410095,546.841248,-344.908661,1004.460205,376.33667,-317.506104,737.110107,364.037781,-404.612335,737.343567,541.037476,-425.052917,739.018127,553.405518,-336.808289,739.92572
00135_color_1715712646.960098.png,2494,1715712646.963879,655.934204,1243.035278,881.454407,673.816895,1293.896729,904.200928,695.497498,1246.114624,917.994202,692.190308,1199.461426,876.276855,678.480774,1174.469116,851.588684,654.23407,1157.091309,831.745911,616.529053,1195.385376,844.363831,599.260925,1185.067627,822.963928,586.559509,1172.667847,798.169067,295.507996,956.338257,1496.399902,242.23703,948.517517,1512.230591,191.272888,963.057007,1491.766724,133.857407,276.56955,762.76886,163.844788,275.791656,756.2547,186.180969,275.730438,751.551697,61.036846,237.331421,760.217468,87.671555,221.647278,753.952881,117.153008,209.114365,748.352844,91.307869,291.445831,775.690247,79.083809,323.311951,765.827942,46.677773,301.808594,776.795166,-17.785645,285.807922,790.499268,372.335815,-318.529602,1005.457642,364.433258,-407.028839,1002.373474,539.840088,-430.660461,1003.413208,546.853882,-344.896606,1004.449219,376.343536,-317.499634,737.105286,364.049133,-404.621765,737.321045,541.034363,-425.049042,739.011292,553.410278,-336.818726,739.920959
00136_color_1715712646.994198.png,2497,1715712646.993879,657.796997,1227.047241,891.037537,677.220459,1278.028809,912.083008,697.842224,1230.098999,926.916016,692.73291,1182.521484,886.859558,678.60376,1156.721069,862.477661,652.737793,1139.973389,844.52124,616.731384,1179.34021,855.85022,598.748901,1168.774414,835.115967,585.776794,1155.914307,810.590027,295.506409,956.375427,1496.42627,242.143051,948.668152,1512.341309,191.276169,963.044739,1491.761841,133.871384,276.623291,762.767334,163.874283,275.844727,756.270691,186.198059,275.755249,751.552856,61.045689,237.481628,760.270813,87.678391,221.78244,754.011414,117.126259,209.191162,748.408997,91.310989,291.565613,775.695984,79.110016,323.438599,765.782715,46.701374,301.980408,776.781921,-17.80978,286.204376,790.511475,372.310333,-318.563202,1005.442383,364.398315,-407.035797,1002.401123,539.817627,-430.656494,1003.434448,546.819397,-344.904846,1004.466797,376.331146,-317.50531,737.103699,364.032318,-404.602448,737.331726,541.055725,-425.112854,739.031372,553.395813,-336.804504,739.940125
00137_color_1715712647.029934.png,2501,1715712647.033879,661.491943,1209.337402,903.174622,684.000244,1259.820068,922.27002,701.501343,1211.416504,939.367737,693.112122,1162.43457,901.386841,677.393433,1136.757446,878.180054,650.819458,1120.590332,860.440369,617.283691,1162.973511,870.036072,598.880066,1152.626465,849.506348,585.001831,1139.684448,825.547729,295.644257,957.463562,1496.985474,242.165298,948.605896,1512.337524,191.265396,963.057678,1491.779541,134.033768,276.66217,762.772461,164.031403,275.884186,756.270996,186.349487,275.755951,751.552307,61.15049,237.577469,760.287415,87.76693,221.888245,754.042419,117.202156,209.258652,748.436096,91.42923,291.661682,775.670959,79.225357,323.506531,765.664124,46.783566,302.065399,776.74292,-17.703007,286.249817,790.475281,372.348236,-318.575531,1005.463867,364.481598,-407.07019,1002.399109,539.869629,-430.71402,1003.410706,546.867859,-344.925079,1004.456421,376.344299,-317.516937,737.098999,364.054993,-404.601074,737.344543,541.057434,-425.086731,739.009155,553.417175,-336.804077,739.917053
00138_color_1715712647.064577.png,2504,1715712647.063879,665.601196,1198.164795,911.059448,690.505798,1247.887207,928.914062,705.54895,1199.293945,947.592957,694.86615,1149.682495,911.028137,678.366333,1123.965332,888.268799,650.303467,1108.885864,871.417297,619.202637,1153.108521,879.128418,600.712585,1143.072632,858.521912,586.237305,1130.259033,834.804626,295.650665,957.564148,1497.033813,242.151749,948.623596,1512.366577,191.268967,963.048157,1491.756714,134.053986,276.58728,762.761841,164.051239,275.847656,756.268005,186.371078,275.742218,751.545593,61.166939,237.422256,760.158813,87.802422,221.723419,753.920654,117.28669,209.162552,748.34845,91.455345,291.516388,775.684326,79.301704,323.394135,765.779053,46.773125,301.829163,776.765015,-17.653551,285.771973,790.44812,372.297241,-318.684601,1005.323059,364.44989,-406.9328,1002.305359,539.826782,-430.664368,1003.423584,546.835327,-344.900482,1004.466675,376.34967,-317.481476,737.114014,364.048889,-404.618835,737.335083,541.064087,-425.103912,739.035522,553.400513,-336.819183,739.934326
00139_color_1715712647.098376.png,2507,1715712647.093879,670.920532,1188.228394,917.464844,697.803345,1237.301758,934.029236,711.305603,1188.523926,953.678894,698.33313,1138.68042,918.670288,680.598755,1113.061523,896.559021,652.863647,1098.456543,879.434387,622.843201,1144.388672,886.244507,603.784668,1134.670166,865.968384,589.151489,1121.769531,842.422302,295.674805,957.686829,1497.095825,242.152191,948.636902,1512.383789,191.271286,963.054565,1491.770386,134.023956,276.591187,762.757935,164.05188,275.866638,756.270203,186.365189,275.774902,751.565002,61.177956,237.329376,760.083374,87.821304,221.670105,753.861328,117.340401,209.140533,748.341797,91.433495,291.475098,775.675964,79.284637,323.343201,765.779846,46.706123,301.665436,776.743713,-17.661835,285.399597,790.410828,372.344238,-318.535614,1005.453003,364.466003,-406.915619,1002.301941,539.86261,-430.664154,1003.428955,546.853577,-344.899231,1004.465088,376.341888,-317.519714,737.103455,364.040619,-404.615723,737.346619,541.064331,-425.084137,739.022949,553.400391,-336.806152,739.929077
00140_color_1715712647.134634.png,2511,1715712647.133879,679.877686,1176.29126,922.333191,708.008789,1225.092407,938.379761,720.272095,1176.411499,958.751709,706.247559,1125.953247,924.305542,687.056213,1100.673828,903.316406,658.9021,1086.51709,886.384216,630.592224,1133.322266,891.784973,611.160889,1123.919067,871.95636,596.364624,1110.924805,848.300903,295.691345,957.835144,1497.165527,242.14061,948.640686,1512.391357,191.275253,963.050842,1491.764526,134.079422,276.637939,762.772766,164.097092,275.918823,756.272705,186.409729,275.79657,751.541931,61.291409,237.22197,759.966003,87.968285,221.603928,753.826172,117.537201,209.178604,748.336243,91.44677,291.411896,775.662842,79.179367,323.104248,765.607971,46.683102,301.446045,776.682556,-17.651678,284.786499,790.211975,372.306183,-318.674683,1005.300659,364.42511,-407.041046,1002.378357,539.826721,-430.646759,1003.425598,546.83728,-344.886841,1004.477173,376.329865,-317.527649,737.102417,364.041321,-404.602844,737.326355,541.054688,-425.101868,739.032471,553.403625,-336.806885,739.941406
