,,RightHand1:Wrist1,,,RightHand1:Wrist2,,,RightHand1:Wrist3,,,RightHand1:Thumb1,,,RightHand1:Thumb2,,,RightHand1:Thumb3,,,RightHand1:IndexFinger1,,,RightHand1:IndexFinger2,,,RightHand1:IndexFinger3,,,LeftHand1:IndexFinger1,,,LeftHand1:IndexFinger2,,,LeftHand1:IndexFinger3,,,LeftHand1:Thumb1,,,LeftHand1:Thumb2,,,LeftHand1:Thumb3,,,LeftHand1:Wrist1,,,LeftHand1:Wrist2,,,LeftHand1:Wrist3,,,LeftHand1:Wrist4,,,Realsense:Camera1,,,Realsense:Camera2,,,Realsense:Camera3,,,Cup:Corner1,,,Cup:Corner2,,,Cup:Corner3,,,Cup:Corner4,,,Cup:Corner5,,,Cup:Corner6,,,Cup:Corner7,,,Cup:Corner8,,,Coffee:Corner1,,,Coffee:Corner2,,,Coffee:Corner3,,,Coffee:Corner4,,,Coffee:Corner5,,,Coffee:Corner6,,,Coffee:Corner7,,,Coffee:Corner8,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
886,0,651.677063,888.937378,1029.427612,657.363281,955.314514,1022.007446,689.866821,930.785706,1055.504028,703.255066,862.328064,1040.947754,711.240295,826.658813,1031.825806,703.786255,790.778442,1026.593750,632.986755,820.229553,1020.271423,622.455383,796.954041,1007.941956,617.003784,769.857300,994.128174,7.104053,299.365326,756.383606,37.342495,301.259766,751.088196,59.810158,303.745636,747.617859,-64.444717,248.890472,754.493896,-35.144684,236.651077,750.267700,-3.862754,228.675522,745.615295,-38.273796,307.517914,766.721313,-53.796951,336.734161,760.968201,-81.946434,307.598572,772.653809,-134.196381,274.049652,795.115234,185.959412,980.213074,1492.266968,239.196350,974.128906,1516.283691,290.319702,986.243164,1498.557251,542.648560,-504.865601,835.135803,495.976196,-509.691772,834.331543,489.388855,-445.165375,834.593445,551.066711,-451.709259,834.355103,488.280884,-512.277344,737.999634,487.450073,-436.128906,739.772644,552.272827,-443.412018,740.267517,548.868835,-511.496246,740.363586,278.409546,-93.239334,847.530945,277.989594,-20.632427,847.497375,197.421753,-24.067060,845.589233,201.238052,-93.825821,844.348328,288.236816,-98.826912,742.724243,285.836945,-16.815569,741.969238,192.846313,-20.986969,739.210144,198.448502,-100.161964,738.964783
887,0,652.694153,885.228882,1031.839722,659.068970,951.294373,1023.664001,691.267639,926.905884,1057.534790,704.124512,858.192871,1043.281616,711.821777,822.336548,1034.325562,704.002319,786.561279,1029.326782,633.484680,816.151428,1022.983459,623.073486,791.680115,1011.752014,617.610352,765.962036,996.843994,7.100599,299.432739,756.431519,37.355995,301.276703,751.111084,59.812199,303.760956,747.630554,-64.457947,248.917328,754.505737,-35.140247,236.652069,750.292542,-3.877457,228.697449,745.645325,-38.376827,307.968323,767.220947,-53.822979,336.893433,761.151062,-81.949600,307.623138,772.678711,-134.176010,274.078400,795.145691,185.952423,980.238953,1492.309570,239.193817,974.126892,1516.286865,290.317444,986.249084,1498.569458,542.676147,-504.857117,835.153992,496.009003,-509.755920,834.335876,489.355560,-445.225098,834.599182,551.042114,-451.704437,834.385620,488.344574,-512.318237,737.979492,487.435425,-436.192230,739.784241,552.252930,-443.407715,740.284607,548.961426,-511.450531,740.378723,278.417206,-93.231438,847.548157,277.988861,-20.639709,847.505554,197.429153,-24.076715,845.598083,201.287292,-93.782768,844.323853,288.234009,-98.267487,743.191040,285.826965,-16.790720,741.983582,192.843597,-20.979549,739.216125,198.438354,-100.146812,738.952942
888,0,653.681152,881.478455,1033.713257,660.449158,947.829773,1025.738647,692.679871,923.055786,1059.290161,704.899414,854.183228,1045.289917,712.212402,818.315369,1036.675537,704.265625,782.439392,1031.562256,633.854736,812.362854,1025.502075,623.559265,789.127991,1013.887512,617.730286,762.445435,999.556824,7.080853,299.368622,756.364197,37.333324,301.318695,751.140930,59.792492,303.791412,747.648621,-64.466377,248.953339,754.532532,-35.158539,236.711838,750.320740,-3.875262,228.737961,745.646667,-38.379555,307.966583,767.197876,-53.859291,336.968536,761.208862,-81.942848,307.649536,772.684021,-134.158371,274.083466,795.164307,185.978622,980.194946,1492.346802,239.191635,974.137268,1516.291992,290.323975,986.273621,1498.582642,542.739319,-504.843842,835.181702,496.075897,-509.813782,834.322632,489.305939,-445.314087,834.598511,551.005920,-451.724335,834.395325,488.435120,-512.382446,737.969055,487.446106,-436.271362,739.749451,552.272339,-443.377197,740.288757,549.061829,-511.419342,740.385193,278.408905,-93.219536,847.542847,277.996063,-20.616282,847.507507,197.427933,-24.057169,845.584595,201.221664,-93.775948,844.383972,288.163513,-98.143196,743.193787,285.821045,-16.785610,741.986084,192.844070,-20.961983,739.222046,198.414856,-100.120461,738.974304
889,0,654.825928,877.963989,1035.497437,662.033264,944.179382,1027.124512,694.107605,919.323364,1060.747803,705.814331,850.215637,1047.043213,712.844604,814.289673,1038.447021,704.665161,778.432556,1033.593262,635.024719,808.179688,1028.659180,623.795288,785.950684,1015.934448,617.886353,758.947083,1001.801270,7.115568,299.346649,756.346924,37.347084,301.317413,751.128235,59.798702,303.768311,747.627991,-64.453133,248.934113,754.511780,-35.169807,236.699814,750.324829,-3.866983,228.743423,745.649658,-38.376740,307.968781,767.194092,-53.934208,336.884552,761.144104,-81.922806,307.636993,772.659546,-134.143784,274.067719,795.172974,185.941223,980.255737,1492.312256,239.194275,974.137146,1516.282104,290.320526,986.262512,1498.567993,542.780090,-504.864166,835.168762,496.125397,-509.913910,834.319519,489.275635,-445.423462,834.582581,550.981995,-451.719086,834.396240,488.525085,-512.498108,737.966858,487.434387,-436.352356,739.737427,552.256287,-443.352631,740.322449,549.119812,-511.429199,740.388367,278.405457,-93.216194,847.535522,277.991547,-20.609726,847.504456,197.425720,-24.067080,845.587402,201.202911,-93.788094,844.390869,288.176727,-98.188194,743.178894,285.832520,-16.803415,741.972534,192.840256,-20.963806,739.219666,198.422134,-100.150276,738.951965
890,0,655.830444,874.527893,1036.980347,663.605835,940.772522,1028.443115,695.601562,915.770142,1062.052124,706.669128,846.472229,1048.465820,713.421875,810.422241,1039.992065,704.859741,774.720215,1035.244019,635.391296,806.511230,1029.425049,624.389587,782.624939,1017.699951,618.175842,755.570496,1003.396179,7.120212,299.321106,756.328674,37.352211,301.269379,751.099792,59.814133,303.771210,747.647827,-64.437668,248.887085,754.497864,-35.146324,236.656586,750.277039,-3.867902,228.719910,745.638367,-38.277168,307.520233,766.733276,-53.854607,336.825989,761.086670,-81.909904,307.599274,772.660278,-134.108047,274.038116,795.145752,185.965271,980.266052,1492.300415,239.196579,974.133057,1516.284302,290.322815,986.250671,1498.561890,542.788147,-504.889801,835.174744,496.134857,-510.015717,834.289368,489.182892,-445.526550,834.573669,550.917908,-451.743225,834.411804,488.566132,-512.587952,737.926758,487.385864,-436.429504,739.733704,552.226074,-443.356903,740.338135,549.184631,-511.390564,740.360840,278.412506,-93.240570,847.540894,277.993347,-20.648506,847.487793,197.434189,-24.083790,845.582336,201.270782,-93.800316,844.319214,288.181854,-98.196213,743.178162,285.825897,-16.802681,741.973145,192.859894,-20.967924,739.223938,198.434586,-100.191902,738.922485
891,0,656.948547,871.339539,1038.347412,665.252747,937.342773,1029.294067,697.100403,912.223022,1063.019165,707.588379,842.850220,1049.683350,714.040649,806.674377,1041.208252,705.122131,771.138000,1036.576294,636.061584,802.958679,1031.300415,624.624084,779.525146,1019.319885,618.429626,752.605774,1005.240784,7.104290,299.314484,756.331909,37.341721,301.276855,751.121460,59.799599,303.750702,747.638123,-64.448730,248.896912,754.487610,-35.135479,236.655243,750.275757,-3.866976,228.716217,745.644714,-38.380352,307.944122,767.211182,-53.825012,336.924957,761.205627,-81.917793,307.597107,772.662598,-134.111191,274.039185,795.166382,185.953613,980.219482,1492.307739,239.194443,974.134094,1516.284180,290.324677,986.270508,1498.586304,542.698120,-504.944672,835.178894,496.067078,-510.113586,834.270386,489.029266,-445.662109,834.570557,550.783264,-451.803467,834.446472,488.571228,-512.669678,737.926758,487.298279,-436.489319,739.725586,552.119202,-443.355499,740.374451,549.197205,-511.374481,740.384338,278.416656,-93.237114,847.549377,277.996796,-20.634474,847.499878,197.429962,-24.070883,845.593018,201.274628,-93.806427,844.338257,288.229004,-98.838043,742.739197,285.825317,-16.811817,741.976868,192.841583,-20.984221,739.209106,198.425537,-100.169739,738.931458
892,0,657.973572,868.367676,1039.545288,666.904968,934.243774,1030.182617,698.624512,909.014282,1063.880127,708.403931,839.399231,1050.505249,714.519775,803.266235,1042.230225,705.429321,767.809570,1037.752563,636.641113,800.036804,1032.556396,624.914734,776.576904,1020.651001,618.379150,749.804871,1006.676208,7.084970,299.357635,756.363464,37.335743,301.311554,751.135559,59.782322,303.803925,747.672729,-64.450027,248.917740,754.506042,-35.182274,236.700058,750.318298,-3.872560,228.738083,745.662720,-38.369396,307.966431,767.217834,-53.833057,336.798096,761.058228,-81.906494,307.619232,772.684509,-134.116837,274.053284,795.200439,185.987808,980.231689,1492.322021,239.197311,974.140076,1516.293823,290.323669,986.279968,1498.580078,542.588074,-504.959534,835.194580,495.966034,-510.208557,834.247375,488.823700,-445.746185,834.573547,550.587952,-451.794586,834.487122,488.554413,-512.743713,737.914917,487.143829,-436.588837,739.696472,551.992859,-443.332245,740.393677,549.180969,-511.360107,740.415649,278.386261,-93.234291,847.537415,277.996521,-20.614418,847.505615,197.412170,-24.056236,845.594727,201.203354,-93.795273,844.392517,288.122131,-98.140808,743.164124,285.818451,-16.797195,741.979797,192.834534,-20.976789,739.210449,198.423203,-100.167946,738.953186
893,0,659.161255,865.225525,1039.966797,668.553711,931.224121,1030.728149,700.227966,905.732544,1064.351562,709.361694,836.074219,1051.197632,715.069641,799.835205,1042.852661,705.590698,765.194763,1038.934204,637.128052,797.503418,1033.871582,625.366211,773.997009,1021.826599,618.322693,747.241211,1007.800354,7.074392,299.340698,756.359131,37.341240,301.305359,751.122803,59.797291,303.776031,747.632446,-64.443733,248.909851,754.489807,-35.155426,236.693497,750.284058,-3.840400,228.768753,745.631775,-38.375809,307.953918,767.211548,-53.844776,336.748688,761.008911,-81.898888,307.603790,772.671387,-134.122284,274.043152,795.184448,185.963242,980.224365,1492.308594,239.204117,974.143250,1516.278687,290.327789,986.282349,1498.583130,542.541443,-504.948792,835.207825,495.911865,-510.277496,834.235535,488.666809,-445.820190,834.584045,550.410461,-451.758698,834.496399,488.543304,-512.851440,737.887268,486.980255,-436.687775,739.674500,551.863342,-443.257019,740.435425,549.150635,-511.298431,740.419861,278.392303,-93.227768,847.532532,277.995758,-20.619377,847.496826,197.420258,-24.065126,845.584167,201.201096,-93.801239,844.389893,288.102478,-98.186073,743.119080,285.824768,-16.794649,741.979614,192.839478,-20.968103,739.214905,198.402588,-100.158241,738.943787
894,0,660.205627,862.689575,1040.743530,670.265625,928.411377,1031.103638,701.822144,902.709778,1064.704834,710.237305,832.828064,1051.524780,715.453125,796.695801,1043.278198,705.718506,761.941895,1039.240479,637.625977,795.376038,1034.968994,625.422913,771.528320,1022.640808,618.208191,744.805298,1008.708618,7.090571,299.324188,756.349121,37.338165,301.263367,751.076721,59.807323,303.737976,747.603394,-64.429146,248.897980,754.481140,-35.112736,236.669083,750.250549,-3.799336,228.778854,745.639587,-38.383789,307.956268,767.210388,-53.806282,336.554596,760.812134,-81.906776,307.586151,772.656372,-134.102264,274.011475,795.164612,185.977066,980.223877,1492.305054,239.200089,974.139465,1516.278320,290.326935,986.268372,1498.570679,542.419495,-504.973480,835.212891,495.789032,-510.365601,834.210266,488.464233,-445.937317,834.586792,550.254028,-451.748840,834.536194,488.517151,-512.940918,737.861633,486.804016,-436.776184,739.663269,551.722229,-443.220703,740.469849,549.135925,-511.279175,740.436768,278.393829,-93.256569,847.528809,277.979004,-20.619713,847.494812,197.413864,-24.058012,845.596802,201.235641,-93.807610,844.354797,288.078644,-98.213112,743.054626,285.817688,-16.809223,741.966797,192.833771,-20.974209,739.219238,198.415955,-100.178833,738.915588
895,0,661.226929,860.096191,1041.025757,672.089294,925.759460,1031.255981,703.448975,899.742554,1064.771851,711.023315,829.810791,1051.577271,715.900269,793.582886,1043.399536,705.665161,758.923401,1039.432129,638.105408,793.269714,1035.536621,625.420044,769.457886,1023.237610,617.938416,742.691406,1009.290710,7.093184,299.327454,756.335388,37.350163,301.259155,751.087158,59.798061,303.742249,747.618774,-64.424973,248.871078,754.460388,-35.116066,236.679382,750.266174,-3.816928,228.788437,745.639038,-38.378223,307.934052,767.215393,-53.801575,336.694672,760.978088,-81.913994,307.586182,772.663757,-134.091324,274.027893,795.151733,185.969818,980.264038,1492.311768,239.201172,974.135193,1516.282227,290.321686,986.258972,1498.578369,542.236206,-504.994507,835.236816,495.559143,-510.473358,834.174927,488.135864,-446.065094,834.598267,549.940308,-451.741974,834.647522,488.453064,-513.010681,737.821838,486.549011,-436.882416,739.620728,551.526367,-443.207245,740.533081,549.041992,-511.235413,740.484863,278.400391,-93.245186,847.538574,277.987976,-20.635920,847.490967,197.409470,-24.068171,845.598267,201.250351,-93.804512,844.342102,288.078339,-98.249969,743.048218,285.804871,-16.820570,741.967834,192.822815,-20.958496,739.228149,198.431381,-100.178772,738.932373
