,,RightHand1:Wrist1,,,RightHand1:Wrist2,,,RightHand1:Wrist3,,,RightHand1:Thumb1,,,RightHand1:Thumb2,,,RightHand1:Thumb3,,,RightHand1:IndexFinger1,,,RightHand1:IndexFinger2,,,RightHand1:IndexFinger3,,,LeftHand1:IndexFinger1,,,LeftHand1:IndexFinger2,,,LeftHand1:IndexFinger3,,,LeftHand1:Thumb1,,,LeftHand1:Thumb2,,,LeftHand1:Thumb3,,,LeftHand1:Wrist1,,,LeftHand1:Wrist2,,,LeftHand1:Wrist3,,,LeftHand1:Wrist4,,,Realsense:Camera1,,,Realsense:Camera2,,,Realsense:Camera3,,,Cup:Corner1,,,Cup:Corner2,,,Cup:Corner3,,,Cup:Corner4,,,Cup:Corner5,,,Cup:Corner6,,,Cup:Corner7,,,Cup:Corner8,,,Coffee:Corner1,,,Coffee:Corner2,,,Coffee:Corner3,,,Coffee:Corner4,,,Coffee:Corner5,,,Coffee:Corner6,,,Coffee:Corner7,,,Coffee:Corner8,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1180,0,545.545959,418.384735,853.591064,605.501770,449.489532,837.885925,607.014465,401.324585,860.474121,548.386353,359.559113,849.361816,518.991943,337.545319,842.330200,484.961914,327.461151,845.055908,475.521912,401.212219,858.008972,447.353851,400.803864,851.254700,418.635101,395.342072,841.027039,6.465897,298.860046,757.267456,36.672218,301.021484,751.843384,59.202148,303.354126,747.696777,-64.676521,248.058105,754.509033,-35.471756,236.905624,750.200562,-3.373122,229.722977,745.487671,-39.292252,306.887268,767.191650,-54.718578,336.267609,761.217834,-85.572273,307.340942,772.754639,-143.433243,280.493805,791.657410,187.223816,980.004211,1494.034302,239.195694,974.139038,1516.274170,290.318359,986.315247,1498.620605,361.382324,-499.904816,833.315735,315.675842,-510.639252,832.147400,301.157104,-447.252594,832.395996,363.182739,-446.252045,832.619995,308.790405,-513.470459,735.459961,298.537964,-437.327332,738.330261,364.057648,-437.511292,738.562195,369.773895,-506.094147,738.851135,278.672211,-94.166176,847.536621,277.712494,-20.130423,847.811279,197.415649,-24.078169,845.603088,201.220154,-93.842010,844.393188,287.802063,-98.583908,742.473083,285.703674,-16.673918,742.069458,192.714233,-21.522976,738.632874,198.092484,-99.981148,738.734863
1181,0,547.167603,416.391571,850.785217,607.021667,447.816650,834.578308,609.032104,399.435303,856.742065,550.052734,357.693329,846.133423,520.821167,335.676941,839.360535,486.936584,325.256592,842.298584,477.268158,398.859528,855.655029,449.150543,398.730316,849.529541,420.188446,393.097260,839.674133,6.478339,298.892914,757.264954,36.687622,301.013916,751.818420,59.239937,303.380676,747.756897,-64.666512,248.074112,754.510986,-35.469082,236.914551,750.221313,-3.366520,229.718796,745.483398,-39.294327,306.938324,767.233521,-54.729698,336.262329,761.217224,-85.525803,307.361938,772.746216,-143.306458,280.471924,791.717346,187.208694,980.005981,1494.028809,239.193222,974.137756,1516.274536,290.310242,986.289856,1498.593628,366.187531,-500.032257,833.331909,320.423187,-510.731689,832.220703,305.861938,-447.426056,832.479126,368.009766,-446.399323,832.646790,313.432098,-513.493530,735.592285,303.228058,-437.513184,738.393433,368.765839,-437.675720,738.654175,374.438538,-506.150055,738.910095,278.677856,-94.180901,847.539917,277.935425,-20.571260,847.585388,197.411591,-24.069330,845.611389,201.198654,-93.839897,844.420654,287.808105,-98.573669,742.475220,285.824249,-16.869577,741.962402,192.725113,-21.512873,738.638428,198.092972,-100.013336,738.729614
1182,0,548.898804,414.296814,848.186401,608.627014,446.141418,831.438477,611.184265,397.631561,853.338928,551.930115,355.724121,843.164978,522.685913,333.495880,836.481934,488.984436,322.937897,839.756958,479.094208,396.515411,853.741089,450.957123,396.175323,847.840881,421.850616,390.738159,838.391357,6.475497,298.898407,757.270142,36.684158,301.029602,751.833923,59.298412,303.432983,747.846130,-64.655418,248.094559,754.537292,-35.466042,236.919815,750.227661,-3.357492,229.746155,745.500488,-39.274471,306.875763,767.144958,-54.717651,336.538513,761.529053,-85.451523,307.379486,772.740967,-143.199738,280.471954,791.810242,187.225510,980.002930,1494.034668,239.194214,974.135559,1516.273682,290.310669,986.282837,1498.596924,371.162811,-500.164734,833.367859,325.420807,-510.895599,832.398804,310.876862,-447.526459,832.632202,372.907806,-446.468903,832.604309,318.312500,-515.382812,736.709106,308.031647,-437.605438,738.654968,373.602905,-437.939331,738.603943,379.097137,-506.369110,738.960205,278.683411,-94.186111,847.550049,277.982880,-20.663610,847.541626,197.419632,-24.087671,845.605713,201.220520,-93.817543,844.405090,287.822144,-98.599503,742.484192,285.839081,-16.866018,741.975525,192.712494,-21.518745,738.638062,198.108505,-99.989792,738.738098
1183,0,550.741333,412.052032,845.673279,610.443115,444.341492,828.494507,613.580811,395.793457,850.150330,553.918701,353.657227,840.360779,524.749756,331.281921,833.737732,491.246490,320.579498,837.441162,481.106171,394.102997,851.834534,452.903229,393.717926,846.319214,423.636047,388.270844,837.269409,6.485087,298.929382,757.294800,36.694969,301.042542,751.839966,59.319942,303.472534,747.890320,-64.657387,248.120941,754.534607,-35.482597,236.940765,750.241577,-3.349726,229.771378,745.519043,-39.266563,306.906860,767.186401,-54.703278,336.294800,761.231812,-85.417625,307.398468,772.754089,-143.062973,280.407776,791.896240,187.197006,980.009705,1494.043457,239.196030,974.140808,1516.280884,290.309662,986.279907,1498.593384,376.045868,-500.371521,833.397095,330.249878,-511.008789,832.436340,315.812256,-447.674072,832.642761,377.903687,-446.599548,832.769104,323.007904,-515.468628,736.488831,313.076355,-437.849060,738.507141,378.615021,-437.992859,738.696167,384.158936,-506.619507,739.037537,278.674957,-94.187080,847.545654,277.983612,-20.635229,847.554260,197.406891,-24.085976,845.597534,201.200470,-93.833420,844.426208,287.805817,-98.559685,742.475891,285.852997,-16.874447,741.970337,192.709503,-21.512268,738.635193,198.094269,-99.971909,738.748474
1184,0,552.788147,409.789429,843.292664,612.400513,442.383667,825.662720,615.960205,393.555511,846.757629,556.090088,351.433319,837.531189,527.043640,329.026337,831.115784,493.583862,318.160736,835.271118,483.273987,391.517609,849.917480,454.897186,391.229156,844.905762,425.627777,385.721771,836.253967,6.494891,298.937164,757.272766,36.703995,301.063873,751.843445,59.422573,303.466858,747.920288,-64.647301,248.131500,754.538635,-35.470516,236.939346,750.239502,-3.348664,229.767532,745.498413,-39.255650,306.905182,767.165039,-54.703316,336.296997,761.216736,-85.355957,307.378204,772.745667,-142.938599,280.357605,791.980408,187.211823,980.009216,1494.032837,239.194672,974.140991,1516.275757,290.304352,986.259705,1498.568115,381.121765,-500.524048,833.461609,335.265198,-511.071320,832.496948,320.982025,-447.693390,832.711487,383.038422,-446.935211,832.783081,328.051392,-515.449280,736.572266,318.286926,-437.902802,738.600403,383.789581,-438.430817,738.687195,389.295837,-506.847870,739.107788,278.664642,-94.171875,847.536194,277.992157,-20.632048,847.557556,197.415390,-24.067064,845.607727,201.193039,-93.833763,844.428223,287.802094,-98.556694,742.477173,285.838440,-16.864208,741.965698,192.711426,-21.504814,738.638062,198.094055,-100.001381,738.744568
1185,0,554.897705,407.393738,840.947021,614.513733,440.398132,822.880371,618.673523,391.600739,843.801270,558.434937,349.093964,834.791565,529.358826,326.594635,828.594421,495.956696,315.611145,833.008484,485.619751,388.914307,848.226562,457.253357,388.607391,843.635986,427.729736,383.118195,835.482910,6.492108,298.918152,757.258606,36.716961,301.050537,751.832825,59.155907,303.558868,747.883301,-64.642578,248.119324,754.525513,-35.441429,236.923874,750.223938,-3.338349,229.755417,745.487854,-39.251575,306.907379,767.167908,-54.715645,336.292450,761.238037,-85.297096,307.363922,772.733765,-142.819534,280.283203,792.040161,187.194992,980.010681,1494.029785,239.197983,974.133362,1516.276611,290.306732,986.256897,1498.562134,386.264191,-500.856689,833.602966,340.416351,-511.356781,832.523926,326.322052,-447.846588,832.742188,388.369995,-447.119385,832.819763,333.417786,-514.239502,735.988647,323.614868,-437.888214,738.772766,389.093842,-438.726166,738.755676,394.438812,-507.170685,739.165100,278.678253,-94.209206,847.542480,277.990356,-20.665697,847.528503,197.421707,-24.075592,845.610901,201.236176,-93.832863,844.391907,287.819885,-98.589943,742.479187,285.842041,-16.861889,741.970093,192.710892,-21.506414,738.634338,198.105896,-99.992767,738.725525
1186,0,557.242126,405.046448,838.680908,616.873535,438.361542,820.143860,621.408203,389.405151,840.689270,560.836731,346.836182,832.409119,531.685181,324.477905,826.346802,498.486572,313.362854,831.118835,488.040771,386.492126,846.660767,459.676331,386.150452,842.552307,430.140717,380.920227,835.065308,6.504511,298.958252,757.279236,36.708611,301.058441,751.835327,59.321125,303.512848,747.913391,-64.628174,248.131088,754.523010,-35.449947,236.965164,750.228027,-3.348202,229.770981,745.499207,-39.256550,306.885895,767.132996,-54.705856,336.552826,761.552124,-85.245491,307.372955,772.739929,-142.689377,280.229980,792.173279,187.223633,979.995422,1494.020020,239.186569,974.136536,1516.276855,290.304291,986.252991,1498.567017,391.364655,-501.149780,833.651611,345.559204,-511.425323,832.602356,331.686798,-447.798279,832.813904,393.814209,-447.590637,832.819153,338.226837,-515.480774,736.648682,328.998108,-438.057739,738.699097,394.521698,-438.942871,738.822571,399.617523,-507.594177,739.207642,278.470062,-93.515633,847.561829,277.980011,-20.654692,847.537476,197.424667,-24.064562,845.614868,201.237015,-93.827461,844.393188,287.811462,-98.576004,742.471130,285.827484,-16.861359,741.971436,192.714798,-21.504377,738.647766,198.099136,-99.996490,738.724243
1187,0,559.758911,402.807251,836.544739,619.381409,436.265930,817.419128,624.253601,387.109467,837.543457,563.317322,344.540344,829.987915,534.144714,322.268250,824.181396,500.954437,311.122345,829.174744,490.723236,384.003204,845.058228,462.343140,383.666260,841.449463,432.570190,378.538910,834.607605,6.494962,298.976898,757.285645,36.700993,301.072998,751.847046,59.157867,303.564026,747.901123,-64.637657,248.162567,754.542358,-35.465542,236.989532,750.252380,-3.346050,229.773758,745.496460,-39.249733,306.918732,767.156006,-54.717144,336.317200,761.246277,-85.187752,307.392792,772.742798,-142.580124,280.155212,792.281372,187.229874,980.004028,1494.035400,239.195694,974.147949,1516.286255,290.308716,986.275269,1498.581055,396.653015,-501.507294,833.696716,350.711456,-511.498108,832.699524,337.236572,-447.877411,832.910156,399.321350,-447.812897,833.015747,343.472015,-515.751282,736.708740,335.335724,-440.270691,737.199585,400.059540,-439.241547,738.954651,404.567474,-507.879303,739.284912,278.497467,-93.564880,847.532288,277.997162,-20.657011,847.532654,197.405304,-24.076702,845.601562,201.193237,-93.829933,844.424500,287.803101,-98.562637,742.470032,285.820984,-16.843391,741.974121,192.707321,-21.516924,738.617004,198.088959,-99.979874,738.745422
1188,0,562.415100,400.405243,834.373657,622.024658,434.214508,814.871948,627.321655,384.876892,834.572144,565.922546,342.343628,827.561707,536.621826,320.079346,821.951416,503.456665,308.991943,827.365601,493.435150,381.742371,843.643188,465.058228,381.473999,840.562195,435.150177,376.258392,834.072632,6.502646,298.958740,757.271912,36.719280,301.070038,751.851990,59.178989,303.559021,747.887451,-64.626801,248.159210,754.530823,-35.442085,236.977509,750.233276,-3.340852,229.778183,745.510925,-39.245991,306.930420,767.166992,-54.701946,336.311279,761.254456,-85.148987,307.381165,772.739258,-142.458221,280.105530,792.404968,187.203400,980.014404,1494.041138,239.198669,974.139343,1516.278198,290.306793,986.261475,1498.568604,401.982269,-501.836609,833.724670,355.962738,-511.531189,832.736816,342.842285,-447.816345,832.972595,404.942688,-448.050873,833.036987,348.607056,-515.707886,736.740662,340.714081,-439.725555,737.638123,405.697815,-439.690277,738.940979,410.083130,-508.339050,739.447876,278.500366,-93.579376,847.527649,277.981781,-20.638008,847.538147,197.414154,-24.073517,845.601807,201.171066,-93.818672,844.439331,287.809265,-98.549377,742.471436,285.822601,-16.846592,741.988708,192.718124,-21.504763,738.628418,198.088516,-99.976898,738.739197
1189,0,565.113586,398.131805,832.393250,624.839233,432.050354,812.343140,630.482788,382.547455,831.672485,568.580322,340.056763,825.207947,539.085388,318.030640,819.859924,506.004883,307.024261,825.642029,496.321777,379.353333,842.057373,467.914764,379.296753,839.491943,437.834656,374.217346,833.513306,6.512068,298.956757,757.275818,36.721039,301.076935,751.838318,59.172054,303.562897,747.887878,-64.621117,248.164413,754.512207,-35.451530,236.985184,750.224182,-3.327611,229.765289,745.491638,-39.245399,306.934998,767.169617,-54.705860,336.299103,761.260193,-85.079964,307.359161,772.723450,-142.329712,280.018494,792.486816,187.204803,980.016785,1494.024292,239.193787,974.132996,1516.270874,290.304474,986.258484,1498.566406,407.393097,-502.159241,833.811646,361.324097,-511.680176,832.811646,348.596252,-447.905396,832.961975,410.640411,-448.575745,832.994873,353.928192,-515.626282,736.830994,346.493591,-439.929688,737.644409,411.406372,-440.117432,739.020813,415.334167,-508.665100,739.454346,278.509705,-93.588768,847.541016,277.976044,-20.658842,847.523193,197.415695,-24.080980,845.600220,201.223389,-93.844833,844.393188,287.818054,-98.582878,742.459839,285.815399,-16.843880,741.981995,192.705994,-21.516518,738.636719,198.098953,-99.994148,738.727539
1190,0,567.967468,395.727417,830.316406,627.777344,429.841766,809.901306,633.775085,380.276367,828.910522,571.227844,337.733521,823.008789,541.648865,315.787628,817.778259,508.635834,305.136169,824.005005,499.264313,377.184967,840.631653,470.802948,377.146515,838.484253,440.657471,372.193420,832.904846,6.499905,298.952881,757.275146,36.722221,301.075439,751.852661,59.178677,303.555756,747.881226,-64.628967,248.165543,754.505127,-35.454048,236.996613,750.215881,-3.319738,229.784485,745.514404,-39.252617,306.932312,767.177185,-54.731419,336.311737,761.275635,-85.046700,307.332367,772.717346,-142.199051,279.917023,792.583008,187.234421,979.994873,1494.022705,239.197922,974.141479,1516.280396,290.308929,986.258484,1498.576050,412.799164,-502.489746,833.865356,366.656769,-511.769531,832.850891,354.274994,-447.906738,833.099243,416.340729,-448.855164,833.027283,359.396912,-515.749573,736.952332,352.172913,-439.952515,737.723145,417.241791,-440.583069,738.986023,420.775482,-509.137329,739.474304,278.481934,-93.558464,847.532532,277.982147,-20.648664,847.529236,197.408981,-24.083584,845.610474,201.246658,-93.825241,844.370728,287.808472,-98.601349,742.462769,285.817505,-16.839668,741.984741,192.705566,-21.526316,738.631470,198.095078,-99.994400,738.732544
1191,0,570.839539,393.534515,828.457214,630.811829,427.761047,807.586914,637.239868,377.964478,826.141479,574.002869,335.553772,820.728088,544.230225,314.007935,815.870117,511.344482,303.316711,822.425659,502.213959,374.967224,838.970093,473.808258,375.183746,837.400513,443.576080,370.577606,832.371704,6.512542,298.949768,757.256897,36.718090,301.093018,751.856323,59.177982,303.569550,747.895447,-64.625351,248.190048,754.523682,-35.441147,236.995361,750.229858,-3.318371,229.793335,745.516663,-39.255848,306.920258,767.168579,-54.706089,336.563873,761.592773,-85.000778,307.341675,772.743958,-142.044937,279.789459,792.671509,187.205322,980.014404,1494.036377,239.192978,974.140564,1516.283203,290.304108,986.275024,1498.581665,418.298706,-502.866760,833.935791,372.107300,-511.874847,832.913757,360.092590,-447.919861,833.184509,422.183472,-449.295807,833.156921,364.857391,-515.708801,736.906189,358.112183,-439.633759,738.009949,423.081299,-440.865997,739.112244,426.170868,-509.315796,739.429077,278.477631,-93.500290,847.545593,277.988464,-20.636465,847.534851,197.412857,-24.081882,845.604248,201.204727,-93.825409,844.415039,287.808716,-98.575851,742.464844,285.807098,-16.812098,741.994141,192.704422,-21.509380,738.636902,198.076416,-99.972733,738.740356
1192,0,573.802856,391.278168,826.463562,633.975098,425.572144,805.228027,640.700562,375.671875,823.409973,576.987000,333.358459,818.566528,546.983765,311.949493,814.031799,514.362122,301.617096,821.061523,505.245850,372.834167,837.378601,476.889954,373.280060,836.187988,446.504578,368.848114,831.637756,6.497694,298.985992,757.283508,36.725910,301.096313,751.861694,59.174675,303.555634,747.881165,-64.633705,248.170761,754.495056,-35.448860,237.024429,750.244202,-3.322743,229.798187,745.501587,-39.254616,306.935120,767.188599,-54.698322,336.571198,761.604919,-84.938744,307.324097,772.735779,-141.920456,279.667572,792.767944,187.211624,980.007385,1494.037964,239.198608,974.139771,1516.279297,290.311676,986.265625,1498.570068,423.877930,-503.256195,833.967224,377.645142,-512.030884,832.921021,366.036102,-447.961548,833.267212,428.051422,-449.689178,833.248047,370.394745,-515.721619,736.911133,364.024231,-439.730988,737.996460,428.974060,-441.190521,739.213989,431.760315,-509.845093,739.540710,278.460388,-93.468544,847.538391,277.986420,-20.634216,847.531433,197.421646,-24.087143,845.588318,201.196487,-93.830757,844.429749,287.815613,-98.560898,742.481567,285.805664,-16.800224,741.995483,192.704132,-21.512465,738.627991,198.088654,-99.994408,738.748169
1193,0,576.769958,389.115082,824.561951,637.235474,423.600342,803.065430,644.342590,373.621063,820.909424,579.966309,331.364349,816.658813,549.833679,310.065308,812.276794,517.401367,299.830048,819.756226,508.357635,370.808716,835.747009,479.955292,371.386017,834.857056,449.570068,367.217010,830.885010,6.507352,298.981598,757.290649,36.733829,301.075623,751.838013,59.181831,303.567047,747.885132,-64.624069,248.176208,754.487610,-35.431263,237.008743,750.238586,-3.313950,229.785233,745.494263,-39.222748,306.926453,767.171997,-54.669685,336.331146,761.328308,-84.887688,307.287354,772.729553,-141.782928,279.514954,792.814209,187.211533,979.993530,1494.016724,239.198257,974.139221,1516.271240,290.301422,986.240417,1498.554565,429.529816,-503.671539,834.053162,383.131866,-512.218445,832.955383,371.912720,-448.051788,833.268311,433.984589,-450.105377,833.272827,375.840607,-515.717834,736.962524,369.985718,-439.729156,738.088135,434.916962,-441.661499,739.226807,437.375000,-510.286682,739.692688,278.450134,-93.444832,847.536682,277.990356,-20.646837,847.515137,197.420654,-24.083557,845.605408,201.231583,-93.828850,844.389709,287.822083,-98.583237,742.465271,285.802765,-16.808405,741.989014,192.707718,-21.509314,738.635193,198.095688,-100.010994,738.720520
1194,0,579.793640,387.125153,822.664978,640.625366,421.606384,800.792725,648.192810,371.654633,818.427124,583.072205,329.387085,814.805908,552.924133,308.147583,810.552979,520.557800,298.061035,818.423035,511.426880,368.855652,834.032837,483.181396,369.611938,833.622742,452.581299,365.535583,829.905090,6.521615,298.985535,757.288818,36.737251,301.091492,751.847839,59.189983,303.550049,747.869873,-64.602371,248.187775,754.482483,-35.417706,237.017853,750.227661,-3.303876,229.795212,745.505737,-39.243771,306.923615,767.193298,-54.701260,336.567047,761.633972,-84.821075,307.261963,772.730713,-141.646393,279.384491,792.891296,187.226700,979.997986,1494.025024,239.200012,974.137329,1516.278931,290.307037,986.255432,1498.567993,435.056519,-504.031830,834.113953,388.711426,-512.249207,833.025024,377.861725,-448.098938,833.379944,439.909393,-450.516571,833.337585,381.366028,-515.756531,736.962585,375.426788,-438.136017,739.226013,440.960846,-442.148071,739.273010,442.840668,-510.528870,739.706848,278.440399,-93.433830,847.525024,277.988739,-20.643021,847.515259,197.408783,-24.075712,845.602417,201.260025,-93.824142,844.372070,287.818207,-98.582207,742.464355,285.808228,-16.824900,741.989807,192.707733,-21.506268,738.638245,198.111389,-99.995262,738.732056
1195,0,582.829590,385.132385,820.825806,644.102295,419.667847,798.588318,651.866150,369.772736,816.056274,586.116577,327.502472,812.822327,555.980591,306.452362,808.992004,523.700562,296.333893,817.051941,514.555176,367.059998,832.318359,486.218506,367.701324,831.956665,455.688995,363.912292,828.614380,6.533710,298.981537,757.284302,36.730850,301.096039,751.850891,59.189369,303.571167,747.885559,-64.608368,248.199875,754.487061,-35.419254,237.036102,750.238281,-3.297153,229.831375,745.521240,-39.226650,306.929810,767.188538,-54.711952,336.568817,761.628540,-84.768486,307.279297,772.751648,-141.499207,279.272430,792.975586,187.184860,980.022461,1494.043823,239.196533,974.139709,1516.278687,290.311371,986.265747,1498.575317,440.635315,-504.458313,834.157471,394.222900,-512.365784,833.101318,383.716003,-448.130188,833.369141,445.758087,-450.846588,833.432373,386.973877,-515.723267,737.014282,381.815979,-439.435638,738.425354,446.880035,-442.467438,739.337158,448.164001,-510.861145,739.672974,278.436340,-93.369087,847.552673,277.981750,-20.633986,847.516724,197.419540,-24.076786,845.603333,201.234177,-93.799583,844.397461,287.802124,-98.579536,742.467285,285.793396,-16.814289,741.991028,192.709305,-21.520975,738.620850,198.091202,-99.977570,738.734802
1196,0,585.882629,383.211151,818.956909,647.658264,417.902252,796.531311,655.575989,367.799744,813.672791,589.203979,325.658539,811.025940,558.991882,304.700836,807.098938,526.776917,294.668182,815.484863,517.506775,365.275543,830.429382,489.295715,365.978271,830.155518,458.624725,362.205017,826.981323,6.521186,298.997070,757.295898,36.737526,301.107178,751.866638,59.191376,303.573273,747.884155,-64.608398,248.202942,754.472107,-35.413506,237.032166,750.253601,-3.285304,229.843140,745.519653,-39.225864,306.913818,767.165527,-54.708214,336.578156,761.651367,-84.687531,307.260895,772.755920,-141.362244,279.130402,793.078186,187.215317,979.997742,1494.025757,239.197861,974.135559,1516.274414,290.306458,986.263123,1498.572266,446.286377,-504.617401,834.210876,399.797577,-512.485168,833.118591,389.719452,-448.181702,833.412659,451.665955,-451.349396,833.497375,392.566711,-515.678345,737.127258,387.778168,-439.417511,738.438538,452.841614,-442.838654,739.447571,453.707336,-511.267487,739.667664,278.418701,-93.327904,847.548828,277.992859,-20.631346,847.523315,197.412354,-24.066410,845.610535,201.175079,-93.815292,844.438171,287.815521,-98.563721,742.473755,285.804413,-16.800629,741.989197,192.707642,-21.523680,738.623901,198.084686,-99.968086,738.744690
1197,0,589.008911,381.389709,817.298767,651.188232,416.052612,794.482849,659.333679,365.871063,811.306274,592.189636,323.880005,809.159607,561.996338,302.956268,805.256042,529.747498,293.010895,813.640869,520.465393,363.298859,828.237854,492.282043,364.401581,828.203430,461.557465,360.555115,824.731201,6.539815,298.991394,757.281921,36.745388,301.092316,751.845337,59.205807,303.570770,747.878662,-64.579750,248.206146,754.465027,-35.389835,237.029770,750.229980,-3.272332,229.834900,745.509216,-39.226715,306.992004,767.276978,-54.724461,336.333527,761.358032,-84.646271,307.221924,772.747070,-141.188400,278.949585,793.144104,187.246872,979.980530,1494.011597,239.195358,974.134155,1516.275635,290.308533,986.250732,1498.567871,451.891266,-505.026337,834.253967,405.397736,-512.464600,833.174622,395.672272,-448.159393,833.507202,457.695221,-451.573303,833.524658,398.016937,-515.483093,737.140015,393.696259,-439.324921,738.551575,458.738770,-443.213715,739.466064,459.329041,-511.487793,739.732239,278.409271,-93.315018,847.528992,277.994995,-20.663984,847.503540,197.419678,-24.077944,845.606262,201.245850,-93.806259,844.369995,287.819336,-98.596680,742.461121,285.822479,-16.810186,741.994812,192.705841,-21.527172,738.627808,198.101593,-99.998528,738.723145
1198,0,592.049316,379.392670,815.502808,654.757019,414.055145,792.508240,663.077637,363.888733,809.051025,595.194092,321.954071,807.100830,564.783569,301.201996,803.101624,532.546448,291.454529,811.458984,523.219971,361.448608,826.021851,495.059509,362.495697,825.727478,464.382080,358.966003,822.108948,6.531491,299.011108,757.286987,36.754128,301.102325,751.836487,59.188087,303.567474,747.870483,-64.585297,248.222244,754.467957,-35.372871,237.014709,750.214661,-3.262236,229.846329,745.508972,-39.223625,306.950470,767.228943,-54.729713,336.309937,761.365845,-84.583946,307.211731,772.762878,-140.989868,278.765778,793.234619,187.242401,979.985413,1494.003784,239.198792,974.144897,1516.284302,290.309906,986.254822,1498.570435,457.448334,-505.325958,834.341003,410.860199,-512.466614,833.238220,401.447815,-448.077728,833.635742,463.432495,-451.853363,833.590515,403.698669,-515.670471,737.183411,399.546295,-439.235779,738.777039,464.589264,-443.290588,739.683350,464.485107,-511.792786,739.828979,278.419373,-93.286560,847.541443,277.992432,-20.648888,847.509521,197.425461,-24.091282,845.599487,201.255493,-93.832367,844.366455,287.828033,-98.590729,742.471375,285.816772,-16.795898,742.001099,192.711563,-21.516016,738.619507,198.108063,-100.007401,738.715515
1199,0,595.096619,377.424805,813.867310,658.399292,412.095154,790.794617,666.734009,361.431396,806.533447,598.074646,319.962189,804.834290,567.633301,299.449493,800.681030,535.349182,289.711548,808.912476,525.965027,359.451630,823.432190,497.745361,360.612183,822.867188,467.198975,357.323822,819.087646,6.548050,299.034546,757.316284,36.758595,301.129517,751.857971,59.199242,303.582825,747.875488,-64.563766,248.218506,754.470276,-35.371185,237.055099,750.247925,-3.259060,229.867096,745.524841,-39.219734,306.920166,767.195129,-54.705929,336.577576,761.678711,-84.519096,307.198486,772.786682,-140.826843,278.589050,793.351990,187.199921,980.012024,1494.037109,239.198563,974.140686,1516.281128,290.312225,986.273804,1498.586792,462.969299,-505.623505,834.378723,416.362457,-512.664490,833.307068,407.210907,-448.174072,833.673035,469.149292,-452.179047,833.709534,409.190887,-515.447998,737.237915,405.374725,-439.129059,738.767700,470.433533,-443.771057,739.640381,469.855164,-511.635712,739.693542,278.401489,-93.244919,847.557373,277.993042,-20.648281,847.514954,197.432220,-24.074316,845.594055,201.243378,-93.811340,844.384705,287.817108,-98.575584,742.468994,285.807251,-16.793955,742.006836,192.720001,-21.510107,738.615234,198.097549,-99.976860,738.745605
1200,0,598.012085,375.258148,812.045105,662.048645,410.037354,789.096985,670.423096,359.406921,804.760376,600.975464,318.029144,802.660461,570.357727,297.724701,798.100159,538.096436,288.144348,806.149292,528.619507,357.532257,820.821777,500.406616,358.757996,819.905334,469.811523,355.619019,815.681824,6.543327,299.049561,757.306885,36.763870,301.160553,751.860840,59.215401,303.590271,747.863525,-64.559799,248.251862,754.459351,-35.356995,237.063477,750.245483,-3.232291,229.873886,745.520935,-39.183342,306.967651,767.227966,-54.701027,336.581970,761.691589,-84.464134,307.188416,772.795349,-140.607788,278.385040,793.459961,187.219406,980.005737,1494.026489,239.187439,974.136292,1516.271606,290.316833,986.275146,1498.569824,468.411835,-505.866241,834.419678,421.825623,-512.654053,833.242615,412.834839,-448.229462,833.674927,474.779419,-452.388000,833.823975,414.823914,-515.438049,737.232544,411.149292,-439.222687,738.781006,476.264191,-444.012604,739.676514,475.444153,-512.170349,739.813049,278.390961,-93.229591,847.555725,277.993927,-20.629801,847.511963,197.429214,-24.066477,845.601196,201.198807,-93.826187,844.430237,287.830109,-98.564278,742.488892,285.815826,-16.803221,741.985291,192.711533,-21.515877,738.627563,198.095856,-99.972397,738.743164
